region,province,city,position,district,candidate_name,party,votes,raw_position
CORDILLERA ADMINISTRATIVE REGION,BENGUET,BUGUIAS,MAYOR,,"AMOS, JULIUS",IND,11435,MAYOR of BENGUET - BUGUIAS
CORDILLERA ADMINISTRATIVE REGION,BENGUET,CITY OF BAGUIO,MAYOR,,"MAGALONG, BENJIE",NPC,55497,MAYOR of BENGUET - CITY OF BAGUIO
CORDILLERA ADMINISTRATIVE REGION,BENGUET,ITOGON,MAYOR,,"WACLIN, BERNARD",LAKAS,16166,MAYOR of BENGUET - ITOGON
CORDILLERA ADMINISTRATIVE REGION,BENGUET,KABAYAN,MAYOR,,"AQUISAN, REX ALWIN",LAKAS,5944,MAYOR of BENGUET - KABAYAN
CORDILLERA ADMINISTRATIVE REGION,BENGUET,KAPANGAN,MAYOR,,"DIZON, HARRIS",PFP,6792,MAYOR of BENGUET - KAPANGAN
CORDILLERA ADMINISTRATIVE REGION,BENGUET,KIBUNGAN,MAYOR,,"TELLO, LARRY",PFP,5007,MAYOR of BENGUET - KIBUNGAN
CORDILLERA ADMINISTRATIVE REGION,BENGUET,LA TRINIDAD,MAYOR,,"AWINGAN, RODERICK",LAKAS,31178,MAYOR of BENGUET - LA TRINIDAD
CORDILLERA ADMINISTRATIVE REGION,BENGUET,MANKAYAN,MAYOR,,"PASIWEN, CESAR",IND,11006,MAYOR of BENGUET - MANKAYAN
CORDILLERA ADMINISTRATIVE REGION,BENGUET,SABLAN,MAYOR,,"DACUMOS, ALFREDO JR",LAKAS,4857,MAYOR of BENGUET - SABLAN
CORDILLERA ADMINISTRATIVE REGION,BENGUET,TUBA,MAYOR,,"SAL-ONGAN, CLARITA",LAKAS,13759,MAYOR of BENGUET - TUBA
CORDILLERA ADMINISTRATIVE REGION,BENGUET,TUBLAY,MAYOR,,"ESNARA, JUAN",PFP,4832,MAYOR of BENGUET - TUBLAY
REGION VIII,BILIRAN,ALMERIA,MAYOR,,"SALE, MERIE",IND,5594,MAYOR of BILIRAN - ALMERIA
REGION VIII,BILIRAN,BILIRAN,MAYOR,,"CASIL, GRACE",LAKAS,9345,MAYOR of BILIRAN - BILIRAN
REGION VIII,BILIRAN,CABUCGAYAN,MAYOR,,"ADOBO, GEMMA",NP,8265,MAYOR of BILIRAN - CABUCGAYAN
REGION VIII,BILIRAN,CAIBIRAN,MAYOR,,"DELANTE, RHODESSA",LAKAS,10228,MAYOR of BILIRAN - CAIBIRAN
REGION VIII,BILIRAN,CULABA,MAYOR,,"OLIMBA, HUMPHREY",NP,6107,MAYOR of BILIRAN - CULABA
REGION VIII,BILIRAN,KAWAYAN,MAYOR,,"ESPINA, RUDY",LAKAS,10099,MAYOR of BILIRAN - KAWAYAN
REGION VIII,BILIRAN,MARIPIPI,MAYOR,,"CAINGCOY, JOSEPH",NP,3723,MAYOR of BILIRAN - MARIPIPI
REGION VIII,BILIRAN,NAVAL,MAYOR,,"ESPINA, GRETCHEN",NP,21541,MAYOR of BILIRAN - NAVAL
REGION VII,BOHOL,ALBURQUERQUE,MAYOR,,"BUATES, DON DON",NUP,4829,MAYOR of BOHOL - ALBURQUERQUE
REGION VII,BOHOL,ALICIA,MAYOR,,"AYUBAN, JUN-JUN",LAKAS,5130,MAYOR of BOHOL - ALICIA
REGION VII,BOHOL,ANDA,MAYOR,,"SIMACIO, INDAY",LAKAS,7294,MAYOR of BOHOL - ANDA
REGION VII,BOHOL,ANTEQUERA,MAYOR,,"PAHANG, JOSE MARIO",NP,4320,MAYOR of BOHOL - ANTEQUERA
REGION VII,BOHOL,BACLAYON,MAYOR,,"UY, A. ALVIN",PFP,7885,MAYOR of BOHOL - BACLAYON
REGION VII,BOHOL,BALILIHAN,MAYOR,,"CHATTO, TRISHA",NUP,8930,MAYOR of BOHOL - BALILIHAN
REGION VII,BOHOL,BATUAN,MAYOR,,"TUMANDA, MAWELL",PFP,5750,MAYOR of BOHOL - BATUAN
REGION VII,BOHOL,BIEN UNIDO,MAYOR,,"GARCIA, JAN-JAN",LAKAS,8296,MAYOR of BOHOL - BIEN UNIDO
REGION VII,BOHOL,BILAR,MAYOR,,"PALACIO, TATA",LAKAS,10391,MAYOR of BOHOL - BILAR
REGION VII,BOHOL,BUENAVISTA,MAYOR,,"DUALLO, DABU",LAKAS,15651,MAYOR of BOHOL - BUENAVISTA
REGION VII,BOHOL,CALAPE,MAYOR,,"YU, JUNIE",NUP,11688,MAYOR of BOHOL - CALAPE
REGION VII,BOHOL,CANDIJAY,MAYOR,,"OLAIVAR, THAMAR",LDP,15619,MAYOR of BOHOL - CANDIJAY
REGION VII,BOHOL,CARMEN,MAYOR,,"DELOS REYES, CHE",LAKAS,21705,MAYOR of BOHOL - CARMEN
REGION VII,BOHOL,CATIGBIAN,MAYOR,,"OLIVA, BENJIE",PFP,8471,MAYOR of BOHOL - CATIGBIAN
REGION VII,BOHOL,CITY OF TAGBILARAN,MAYOR,,"YAP, JANE",PFP,37715,MAYOR of BOHOL - CITY OF TAGBILARAN
REGION VII,BOHOL,CLARIN,MAYOR,,"IBARRA, EUGENE",LAKAS,9642,MAYOR of BOHOL - CLARIN
REGION VII,BOHOL,CORELLA,MAYOR,,"LIM, MANJU",PFP,4511,MAYOR of BOHOL - CORELLA
REGION VII,BOHOL,CORTES,MAYOR,,"UY, RODRIGO DENNIS",PFP,5467,MAYOR of BOHOL - CORTES
REGION VII,BOHOL,DAGOHOY,MAYOR,,"APAT, MOLOY",LAKAS,6640,MAYOR of BOHOL - DAGOHOY
REGION VII,BOHOL,DANAO,MAYOR,,"LERION, CELESTE",LAKAS,8856,MAYOR of BOHOL - DANAO
REGION VII,BOHOL,DAUIS,MAYOR,,"SUMAYLO, MIRIAM",PFP,21750,MAYOR of BOHOL - DAUIS
REGION VII,BOHOL,DIMIAO,MAYOR,,"ANG, KING",LAKAS,5988,MAYOR of BOHOL - DIMIAO
REGION VII,BOHOL,DUERO,MAYOR,,"TACULAD, ALTACS",LAKAS,6247,MAYOR of BOHOL - DUERO
REGION VII,BOHOL,GARCIA HERNANDEZ,MAYOR,,"BAJA, JESS",LAKAS,7867,MAYOR of BOHOL - GARCIA HERNANDEZ
REGION VII,BOHOL,GETAFE,MAYOR,,"CAMACHO, CARYBOY",LAKAS,16287,MAYOR of BOHOL - GETAFE
REGION VII,BOHOL,GUINDULMAN,MAYOR,,"BALO, BEN",LAKAS,13691,MAYOR of BOHOL - GUINDULMAN
REGION VII,BOHOL,INABANGA,MAYOR,,"ANCLA, DEXTER",LAKAS,16958,MAYOR of BOHOL - INABANGA
REGION VII,BOHOL,JAGNA,MAYOR,,"MONUNGOLH, MARK LOUIE",NPC,11299,MAYOR of BOHOL - JAGNA
REGION VII,BOHOL,LILA,MAYOR,,"PIOLLO, ARTURO II",NP,5664,MAYOR of BOHOL - LILA
REGION VII,BOHOL,LOAY,MAYOR,,"AYUBAN, LAHAR",LAKAS,10368,MAYOR of BOHOL - LOAY
REGION VII,BOHOL,LOBOC,MAYOR,,"JALA, RAYMOND",LAKAS,7008,MAYOR of BOHOL - LOBOC
REGION VII,BOHOL,LOON,MAYOR,,"LOPEZ, YUL",NUP,13491,MAYOR of BOHOL - LOON
REGION VII,BOHOL,MABINI,MAYOR,,"BERNALES-LIM, ONGIE",LAKAS,10546,MAYOR of BOHOL - MABINI
REGION VII,BOHOL,MARIBOJOC,MAYOR,,"ROJAS, JOJO",NUP,4851,MAYOR of BOHOL - MARIBOJOC
REGION VII,BOHOL,PANGLAO,MAYOR,,"ARCAY, BOY",NUP,12299,MAYOR of BOHOL - PANGLAO
REGION VII,BOHOL,PILAR,MAYOR,,"PAJO, WILSON",LAKAS,10939,MAYOR of BOHOL - PILAR
REGION VII,BOHOL,PRESIDENT CARLOS P. GARCIA,MAYOR,,"ESTAVILLA, KENNETH",LAKAS,7493,MAYOR of BOHOL - PRESIDENT CARLOS P. GARCIA
REGION VII,BOHOL,SAGBAYAN,MAYOR,,"SUAREZ, JUN-JUN",LAKAS,12355,MAYOR of BOHOL - SAGBAYAN
REGION VII,BOHOL,SAN ISIDRO,MAYOR,,"GEMENTIZA, DIOSDADO JR",LAKAS,5754,MAYOR of BOHOL - SAN ISIDRO
REGION VII,BOHOL,SAN MIGUEL,MAYOR,,"MENDEZ, IAN",LDP,8464,MAYOR of BOHOL - SAN MIGUEL
REGION VII,BOHOL,SEVILLA,MAYOR,,"CABERTE, JUNIN",PFP,6140,MAYOR of BOHOL - SEVILLA
REGION VII,BOHOL,SIERRA BULLONES,MAYOR,,"DORIA, MICHAEL",NP,9583,MAYOR of BOHOL - SIERRA BULLONES
REGION VII,BOHOL,SIKATUNA,MAYOR,,"ELLORIMO, JECJEC",NUP,4018,MAYOR of BOHOL - SIKATUNA
REGION VII,BOHOL,TALIBON,MAYOR,,"GARCIA, JANET",LAKAS,18725,MAYOR of BOHOL - TALIBON
REGION VII,BOHOL,TRINIDAD,MAYOR,,"CAJES, ROBERTO",LDP,12345,MAYOR of BOHOL - TRINIDAD
REGION VII,BOHOL,TUBIGON,MAYOR,,"AMILA, MARLON",PFP,16448,MAYOR of BOHOL - TUBIGON
REGION VII,BOHOL,UBAY,MAYOR,,"REYES, VIOLY",LAKAS,20968,MAYOR of BOHOL - UBAY
REGION VII,BOHOL,VALENCIA,MAYOR,,"BALITE, NEIL",LAKAS,11973,MAYOR of BOHOL - VALENCIA
REGION X,BUKIDNON,BAUNGON,MAYOR,,"JARAULA, LOLOY",BPP,12736,MAYOR of BUKIDNON - BAUNGON
REGION X,BUKIDNON,CABANGLASAN,MAYOR,,"CASTILLANES, LOLOY",PDR,9798,MAYOR of BUKIDNON - CABANGLASAN
REGION X,BUKIDNON,CITY OF MALAYBALAY,MAYOR,,"PABILLARAN, WARREN",PFP,93711,MAYOR of BUKIDNON - CITY OF MALAYBALAY
REGION X,BUKIDNON,CITY OF VALENCIA,MAYOR,,"GALARIO, JUNAMIE",IND,43546,MAYOR of BUKIDNON - CITY OF VALENCIA
REGION X,BUKIDNON,DAMULOG,MAYOR,,"BURO, MEL",PFP,11273,MAYOR of BUKIDNON - DAMULOG
REGION X,BUKIDNON,DANGCAGAN,MAYOR,,"DANDASAN, MAKOY",PFP,9313,MAYOR of BUKIDNON - DANGCAGAN
REGION X,BUKIDNON,DON CARLOS,MAYOR,,"PIZARRO, ALONA",BPP,22736,MAYOR of BUKIDNON - DON CARLOS
REGION X,BUKIDNON,IMPASUG-ONG,MAYOR,,"OKINLAY, MAI-MAI",LAKAS,15845,MAYOR of BUKIDNON - IMPASUG-ONG
REGION X,BUKIDNON,KADINGILAN,MAYOR,,"CANOY, JERRY JR.",PFP,19714,MAYOR of BUKIDNON - KADINGILAN
REGION X,BUKIDNON,KALILANGAN,MAYOR,,"GAMBOA, RAYMON CHARL",PFP,19365,MAYOR of BUKIDNON - KALILANGAN
REGION X,BUKIDNON,KIBAWE,MAYOR,,"ANG RABANES, JIMBOY",PFP,17792,MAYOR of BUKIDNON - KIBAWE
REGION X,BUKIDNON,KITAOTAO,MAYOR,,"ABUCAYAN, ABLE",PFP,21271,MAYOR of BUKIDNON - KITAOTAO
REGION X,BUKIDNON,LANTAPAN,MAYOR,,"BALANSAG, RICKY JAMES",PFP,30479,MAYOR of BUKIDNON - LANTAPAN
REGION X,BUKIDNON,LIBONA,MAYOR,,"LOPEZ, AURELIO",BPP,13895,MAYOR of BUKIDNON - LIBONA
REGION X,BUKIDNON,MALITBOG,MAYOR,,"CASIÑO, GARY",BPP,10464,MAYOR of BUKIDNON - MALITBOG
REGION X,BUKIDNON,MANOLO FORTICH,MAYOR,,"QUIÑO, ROGELIO",BPP,38698,MAYOR of BUKIDNON - MANOLO FORTICH
REGION X,BUKIDNON,MARAMAG,MAYOR,,"DOROMAL, JOSE JOEL",PFP,43373,MAYOR of BUKIDNON - MARAMAG
REGION X,BUKIDNON,PANGANTUCAN,MAYOR,,"GARCES, MANOLITO",PFP,13875,MAYOR of BUKIDNON - PANGANTUCAN
REGION X,BUKIDNON,QUEZON,MAYOR,,"LORENZO, POLING",PFP,51172,MAYOR of BUKIDNON - QUEZON
REGION X,BUKIDNON,SAN FERNANDO,MAYOR,,"YEKE, ROGELIO",PFP,22240,MAYOR of BUKIDNON - SAN FERNANDO
REGION X,BUKIDNON,SUMILAO,MAYOR,,"VILLO, VENICE MARIE",PFP,9024,MAYOR of BUKIDNON - SUMILAO
REGION X,BUKIDNON,TALAKAG,MAYOR,,"SULATAN, RENZ",NPC,17704,MAYOR of BUKIDNON - TALAKAG
REGION III,BULACAN,ANGAT,MAYOR,,"BAUTISTA, JOWAR",LAKAS,18892,MAYOR of BULACAN - ANGAT
REGION III,BULACAN,BALAGTAS,MAYOR,,"SANTIAGO, ANDY ANDREWS",PFP,28159,MAYOR of BULACAN - BALAGTAS
REGION III,BULACAN,BOCAUE,MAYOR,,"VILLANUEVA, JONJON JJV",NUP,38130,MAYOR of BULACAN - BOCAUE
REGION III,BULACAN,BULACAN,MAYOR,,"MENESES, VERGEL",NPC,26967,MAYOR of BULACAN - BULACAN
REGION III,BULACAN,BUSTOS,MAYOR,,"JUAN, ISKUL",NUP,26344,MAYOR of BULACAN - BUSTOS
REGION III,BULACAN,CALUMPIT,MAYOR,,"FAUSTINO, LEM",NUP,33141,MAYOR of BULACAN - CALUMPIT
REGION III,BULACAN,CITY OF BALIWAG,MAYOR,,"ESTRELLA, MOMMY SONIA",NUP,45232,MAYOR of BULACAN - CITY OF BALIWAG
REGION III,BULACAN,CITY OF MALOLOS,MAYOR,,"NATIVIDAD, CHRISTIANAGILA",NUP,97706,MAYOR of BULACAN - CITY OF MALOLOS
REGION III,BULACAN,CITY OF MEYCAUAYAN,MAYOR,,"VILLARICA, ATORNI HENRY",PFP,91601,MAYOR of BULACAN - CITY OF MEYCAUAYAN
REGION III,BULACAN,CITY OF SAN JOSE DEL MONTE,MAYOR,,"ROBES, ATE RIDA",PFP,126920,MAYOR of BULACAN - CITY OF SAN JOSE DEL MONTE
REGION III,BULACAN,DOÑA REMEDIOS TRINIDAD,MAYOR,,"FLORES, RTF",NUP,16995,MAYOR of BULACAN - DOÑA REMEDIOS TRINIDAD
REGION III,BULACAN,GUIGUINTO,MAYOR,,"CRUZ, BOY",LAKAS,47775,MAYOR of BULACAN - GUIGUINTO
REGION III,BULACAN,HAGONOY,MAYOR,,"SY-ALVARADO, ATE CHARO",LAKAS,25368,MAYOR of BULACAN - HAGONOY
REGION III,BULACAN,MARILAO,MAYOR,,"SY, ATTY. JEM",PFP,66548,MAYOR of BULACAN - MARILAO
REGION III,BULACAN,NORZAGARAY,MAYOR,,"GERMAR, MERLYN",NUP,43263,MAYOR of BULACAN - NORZAGARAY
REGION III,BULACAN,OBANDO,MAYOR,,"VALEDA, DING",PFP,14967,MAYOR of BULACAN - OBANDO
REGION III,BULACAN,PANDI,MAYOR,,"ROQUE, RICO",NUP,60270,MAYOR of BULACAN - PANDI
REGION III,BULACAN,PAOMBONG,MAYOR,,"MARCOS, MAC",NUP,14872,MAYOR of BULACAN - PAOMBONG
REGION III,BULACAN,PLARIDEL,MAYOR,,"VISTAN, ATE JOCELL",NUP,41290,MAYOR of BULACAN - PLARIDEL
REGION III,BULACAN,PULILAN,MAYOR,,"PERALTA, RJ",LAKAS,24211,MAYOR of BULACAN - PULILAN
REGION III,BULACAN,SAN ILDEFONSO,MAYOR,,"GALVEZ, GAZO",NUP,46862,MAYOR of BULACAN - SAN ILDEFONSO
REGION III,BULACAN,SAN MIGUEL,MAYOR,,"ALVAREZ, BONG",LAKAS,29718,MAYOR of BULACAN - SAN MIGUEL
REGION III,BULACAN,SAN RAFAEL,MAYOR,,"VIOLAGO, GOTO",PFP,46569,MAYOR of BULACAN - SAN RAFAEL
REGION III,BULACAN,SANTA MARIA,MAYOR,,"RAMOS, OMENG",LAKAS,79249,MAYOR of BULACAN - SANTA MARIA
REGION II,CAGAYAN,ABULUG,MAYOR,,"VARGAS, MANNY",LAKAS,15348,MAYOR of CAGAYAN - ABULUG
REGION II,CAGAYAN,ALCALA,MAYOR,,"ANTONIO, TIN",LP,12322,MAYOR of CAGAYAN - ALCALA
REGION II,CAGAYAN,ALLACAPAN,MAYOR,,"FLORIDA, YVONNE",NP,12829,MAYOR of CAGAYAN - ALLACAPAN
REGION II,CAGAYAN,AMULUNG,MAYOR,,"RENDON, ELPIDIO",LAKAS,21189,MAYOR of CAGAYAN - AMULUNG
REGION II,CAGAYAN,APARRI,MAYOR,,"DAYAG, DOMINADOR",NP,14859,MAYOR of CAGAYAN - APARRI
REGION II,CAGAYAN,BAGGAO,MAYOR,,"PATTUNG, LEONARDO",LAKAS,23892,MAYOR of CAGAYAN - BAGGAO
REGION II,CAGAYAN,BALLESTEROS,MAYOR,,"OGALINO, ROBERT",NP,9376,MAYOR of CAGAYAN - BALLESTEROS
REGION II,CAGAYAN,BUGUEY,MAYOR,,"ANTIPORDA, CERRY",NP,13926,MAYOR of CAGAYAN - BUGUEY
REGION II,CAGAYAN,CALAYAN,MAYOR,,"LLOPIS, JOSEPH",NP,7376,MAYOR of CAGAYAN - CALAYAN
REGION II,CAGAYAN,CAMALANIUGAN,MAYOR,,"CABADDU, ISIDRO",NP,10289,MAYOR of CAGAYAN - CAMALANIUGAN
REGION II,CAGAYAN,CLAVERIA,MAYOR,,"GUILLEN, LA",PFP,14175,MAYOR of CAGAYAN - CLAVERIA
REGION II,CAGAYAN,ENRILE,MAYOR,,"DECENA, MIGUEL JR.",NP,9657,MAYOR of CAGAYAN - ENRILE
REGION II,CAGAYAN,GATTARAN,MAYOR,,"NOLASCO, MATTHEW",LAKAS,22612,MAYOR of CAGAYAN - GATTARAN
REGION II,CAGAYAN,GONZAGA,MAYOR,,"DALMACEDA, RELLIE",PFP,8368,MAYOR of CAGAYAN - GONZAGA
REGION II,CAGAYAN,IGUIG,MAYOR,,"TRINIDAD, JUDITH",NP,9612,MAYOR of CAGAYAN - IGUIG
REGION II,CAGAYAN,LAL-LO,MAYOR,,"PASCUAL, OLIVER",NP,14345,MAYOR of CAGAYAN - LAL-LO
REGION II,CAGAYAN,LASAM,MAYOR,,"AGATEP, DANDEX",LAKAS,16117,MAYOR of CAGAYAN - LASAM
REGION II,CAGAYAN,PAMPLONA,MAYOR,,"ANTONIO, DIGNA",LAKAS,10247,MAYOR of CAGAYAN - PAMPLONA
REGION II,CAGAYAN,PEÑABLANCA,MAYOR,,"TAGUINOD, MARILYN",NPC,14890,MAYOR of CAGAYAN - PEÑABLANCA
REGION II,CAGAYAN,PIAT,MAYOR,,"GUZMAN, LEONEL",IND,8481,MAYOR of CAGAYAN - PIAT
REGION II,CAGAYAN,RIZAL,MAYOR,,"RUMA, JOEL",NPC,6533,MAYOR of CAGAYAN - RIZAL
REGION II,CAGAYAN,SANCHEZ-MIRA,MAYOR,,"BAGASIN, ABE",LAKAS,7132,MAYOR of CAGAYAN - SANCHEZ-MIRA
REGION II,CAGAYAN,SANTA ANA,MAYOR,,"ROBINION, NELSON",NP,11098,MAYOR of CAGAYAN - SANTA ANA
REGION II,CAGAYAN,SANTA PRAXEDES,MAYOR,,"AGUINALDO, ESTERLINA",LAKAS,2473,MAYOR of CAGAYAN - SANTA PRAXEDES
REGION II,CAGAYAN,SANTA TERESITA,MAYOR,,"DE GRACIA, RAMBO",NP,7446,MAYOR of CAGAYAN - SANTA TERESITA
REGION II,CAGAYAN,SANTO NIÑO,MAYOR,,"PAGURAYAN, AV",LAKAS,8497,MAYOR of CAGAYAN - SANTO NIÑO
REGION II,CAGAYAN,SOLANA,MAYOR,,"CARAG, MEYNARD",LAKAS,36738,MAYOR of CAGAYAN - SOLANA
REGION II,CAGAYAN,TUAO,MAYOR,,"MAMBA, WILLIAM",NP,30435,MAYOR of CAGAYAN - TUAO
REGION II,CAGAYAN,TUGUEGARAO CITY,MAYOR,,"TING, MAILA",NUP,45314,MAYOR of CAGAYAN - TUGUEGARAO CITY
REGION V,CAMARINES NORTE,BASUD,MAYOR,,"DAVOCO, SHUNN FREDERICK",PFP,11545,MAYOR of CAMARINES NORTE - BASUD
REGION V,CAMARINES NORTE,CAPALONGA,MAYOR,,"RICASIO, LUZ",NPC,11726,MAYOR of CAMARINES NORTE - CAPALONGA
REGION V,CAMARINES NORTE,DAET,MAYOR,,"VALENCIA, RONIE",AKSYON,24866,MAYOR of CAMARINES NORTE - DAET
REGION V,CAMARINES NORTE,JOSE PANGANIBAN,MAYOR,,"NON, AYE",PFP,25477,MAYOR of CAMARINES NORTE - JOSE PANGANIBAN
REGION V,CAMARINES NORTE,LABO,MAYOR,,"FRANCISCO, JOJO",PFP,32243,MAYOR of CAMARINES NORTE - LABO
REGION V,CAMARINES NORTE,MERCEDES,MAYOR,,"PAJARILLO, ALEXANDER",NPC,17928,MAYOR of CAMARINES NORTE - MERCEDES
REGION V,CAMARINES NORTE,PARACALE,MAYOR,,"MORENO, ROMEO",PFP,22384,MAYOR of CAMARINES NORTE - PARACALE
REGION V,CAMARINES NORTE,SAN LORENZO RUIZ,MAYOR,,"DELOS SANTOS, SHEILA",NPC,4035,MAYOR of CAMARINES NORTE - SAN LORENZO RUIZ
REGION V,CAMARINES NORTE,SAN VICENTE,MAYOR,,"PALMA, BONG",NPC,4571,MAYOR of CAMARINES NORTE - SAN VICENTE
REGION V,CAMARINES NORTE,SANTA ELENA,MAYOR,,"BORJA, DINA",NPC,11996,MAYOR of CAMARINES NORTE - SANTA ELENA
REGION V,CAMARINES NORTE,TALISAY,MAYOR,,"MANCENIDO, DONDON",KB,9024,MAYOR of CAMARINES NORTE - TALISAY
REGION V,CAMARINES NORTE,VINZONS,MAYOR,,"ANG, AGNES",PFP,11079,MAYOR of CAMARINES NORTE - VINZONS
REGION V,CAMARINES SUR,BAAO,MAYOR,,"BESINIO, JEFF",NUP,23762,MAYOR of CAMARINES SUR - BAAO
REGION V,CAMARINES SUR,BALATAN,MAYOR,,"ABLITER, DING",LAKAS,8809,MAYOR of CAMARINES SUR - BALATAN
REGION V,CAMARINES SUR,BATO,MAYOR,,"DANCALAN, MANOY ENRIC",NUP,15102,MAYOR of CAMARINES SUR - BATO
REGION V,CAMARINES SUR,BOMBON,MAYOR,,"RANIN, JAMES PAUL",IND,5615,MAYOR of CAMARINES SUR - BOMBON
REGION V,CAMARINES SUR,BUHI,MAYOR,,"LACOSTE, RPL",NUP,26573,MAYOR of CAMARINES SUR - BUHI
REGION V,CAMARINES SUR,BULA,MAYOR,,"IBASCO, NONOY",NUP,24272,MAYOR of CAMARINES SUR - BULA
REGION V,CAMARINES SUR,CABUSAO,MAYOR,,"AGUILAR, JUN",NUP,6587,MAYOR of CAMARINES SUR - CABUSAO
REGION V,CAMARINES SUR,CALABANGA,MAYOR,,"DUMALASA, PHILIP",LAKAS,19913,MAYOR of CAMARINES SUR - CALABANGA
REGION V,CAMARINES SUR,CAMALIGAN,MAYOR,,"IBARDALOZA, DIANO JR.",NUP,8230,MAYOR of CAMARINES SUR - CAMALIGAN
REGION V,CAMARINES SUR,CANAMAN,MAYOR,,"LEGASPI, NELSON",NUP,10206,MAYOR of CAMARINES SUR - CANAMAN
REGION V,CAMARINES SUR,CARAMOAN,MAYOR,,"CO, MALYN",PFP,13153,MAYOR of CAMARINES SUR - CARAMOAN
REGION V,CAMARINES SUR,CITY OF IRIGA,MAYOR,,"OLIVA, REX",NUP,45454,MAYOR of CAMARINES SUR - CITY OF IRIGA
REGION V,CAMARINES SUR,CITY OF NAGA,MAYOR,,"ROBREDO, LENI",LP,84377,MAYOR of CAMARINES SUR - CITY OF NAGA
REGION V,CAMARINES SUR,DEL GALLEGO,MAYOR,,"ABARIENTOS, MELANIE",NUP,11976,MAYOR of CAMARINES SUR - DEL GALLEGO
REGION V,CAMARINES SUR,GAINZA,MAYOR,,"GONTANG, GLENN",NUP,5410,MAYOR of CAMARINES SUR - GAINZA
REGION V,CAMARINES SUR,GARCHITORENA,MAYOR,,"BUEZA, NELSON",PFP,9610,MAYOR of CAMARINES SUR - GARCHITORENA
REGION V,CAMARINES SUR,GOA,MAYOR,,"LIM, RAQUEL",NUP,18317,MAYOR of CAMARINES SUR - GOA
REGION V,CAMARINES SUR,LAGONOY,MAYOR,,"PILAPIL, DYEGO LUIZ",PFP,17221,MAYOR of CAMARINES SUR - LAGONOY
REGION V,CAMARINES SUR,LIBMANAN,MAYOR,,"MARFIL, EDELSON",PFP,28458,MAYOR of CAMARINES SUR - LIBMANAN
REGION V,CAMARINES SUR,LUPI,MAYOR,,"JACINTO, TOPI",NUP,10188,MAYOR of CAMARINES SUR - LUPI
REGION V,CAMARINES SUR,MAGARAO,MAYOR,,"SEÑAR, ATTY. MM",NUP,9117,MAYOR of CAMARINES SUR - MAGARAO
REGION V,CAMARINES SUR,MILAOR,MAYOR,,"EUSTE, BHING",NUP,11114,MAYOR of CAMARINES SUR - MILAOR
REGION V,CAMARINES SUR,MINALABAC,MAYOR,,"LIZARDO, JAMES",NUP,14971,MAYOR of CAMARINES SUR - MINALABAC
REGION V,CAMARINES SUR,NABUA,MAYOR,,"SIMBULAN, FERNANDO",NUP,28299,MAYOR of CAMARINES SUR - NABUA
REGION V,CAMARINES SUR,OCAMPO,MAYOR,,"GO, ALLAN",NUP,15543,MAYOR of CAMARINES SUR - OCAMPO
REGION V,CAMARINES SUR,PAMPLONA,MAYOR,,"AGUSTIN, BOSS AWE",KB,12126,MAYOR of CAMARINES SUR - PAMPLONA
REGION V,CAMARINES SUR,PASACAO,MAYOR,,"TAYCO, NIÑO",NUP,16694,MAYOR of CAMARINES SUR - PASACAO
REGION V,CAMARINES SUR,PILI,MAYOR,,"SOLANO, MARIVIC",NUP,22236,MAYOR of CAMARINES SUR - PILI
REGION V,CAMARINES SUR,PRESENTACION,MAYOR,,"DELEÑA, JIMMY",PFP,8689,MAYOR of CAMARINES SUR - PRESENTACION
REGION V,CAMARINES SUR,RAGAY,MAYOR,,"HORIBATA, BGH",NUP,20958,MAYOR of CAMARINES SUR - RAGAY
REGION V,CAMARINES SUR,SAGÑAY,MAYOR,,"FUENTEBELLA, JOVI",PFP,11885,MAYOR of CAMARINES SUR - SAGÑAY
REGION V,CAMARINES SUR,SAN FERNANDO,MAYOR,,"DANABAR, TIN",NUP,14402,MAYOR of CAMARINES SUR - SAN FERNANDO
REGION V,CAMARINES SUR,SAN JOSE,MAYOR,,"PEÑA, JEROLD",PFP,16236,MAYOR of CAMARINES SUR - SAN JOSE
REGION V,CAMARINES SUR,SIPOCOT,MAYOR,,"BOCAGO, TOM",PFP,24343,MAYOR of CAMARINES SUR - SIPOCOT
REGION V,CAMARINES SUR,SIRUMA,MAYOR,,"POLINGA, KAREN",PFP,6896,MAYOR of CAMARINES SUR - SIRUMA
REGION V,CAMARINES SUR,TIGAON,MAYOR,,"FUENTEBELLA, EUGENE",PFP,16613,MAYOR of CAMARINES SUR - TIGAON
REGION V,CAMARINES SUR,TINAMBAC,MAYOR,,"PRADES, BOBIT",PFP,20368,MAYOR of CAMARINES SUR - TINAMBAC
REGION X,CAMIGUIN,CATARMAN,MAYOR,,"PALARCA, KIT",LAKAS,8202,MAYOR of CAMIGUIN - CATARMAN
REGION X,CAMIGUIN,GUINSILIBAN,MAYOR,,"RUBIN, JOANNE MARIE",LAKAS,3873,MAYOR of CAMIGUIN - GUINSILIBAN
REGION X,CAMIGUIN,MAHINOG,MAYOR,,"TAN, REY LAWRENCE",LAKAS,6921,MAYOR of CAMIGUIN - MAHINOG
REGION X,CAMIGUIN,MAMBAJAO,MAYOR,,"ROMUALDO, YGGY",LAKAS,18609,MAYOR of CAMIGUIN - MAMBAJAO
REGION X,CAMIGUIN,SAGAY,MAYOR,,"UAYAN, JOSEPH",LAKAS,5410,MAYOR of CAMIGUIN - SAGAY
