Last Name,First Name,Middle Name,Title,Full Name,Position,Party,Year,Province,City,Region,Sex
CALOMBANG,ISNIA,AMPASO,,"CALOMBANG, ISNIA AMPASO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MADAMBA,,M
ABDULGANIE,HADJI MOHAMMAD,CASOBIDAN,,"ABDULGANIE, HADJI MOHAMMAD CASOBIDAN",COUNCILOR,PMP,2001,LANAO DEL SUR,MADAMBA,,M
MAMA,ALIMONA,M.,,"MAMA, ALIMONA M.",COUNCILOR,PMP,2001,LANAO DEL SUR,MADAMBA,,M
ABINAL,PINDULANGAN,BAGUMBUNG,,"ABINAL, PINDULANGAN BAGUMBUNG",MAYOR,LAMMP,2001,LANAO DEL SUR,MAGUING,,M
MANGOTARA,ESMAIL,HARON,,"MANGOTARA, ESMAIL HARON",VICE MAYOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MAGUING,,M
AMPUAN,GAFFUR,BENITO,,"AMPUAN, GAFFUR BENITO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAGUING,,M
BADRON,JALILA,SARIPADA,,"BADRON, JALILA SARIPADA",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MAGUING,,F
UNTE,MALIK,MACAPIIL,,"UNTE, MALIK MACAPIIL",COUNCILOR,PMP,2001,LANAO DEL SUR,MAGUING,,M
TOCALO,ALI,MUNDAG,,"TOCALO, ALI MUNDAG",COUNCILOR,PMP,2001,LANAO DEL SUR,MAGUING,,M
MANONGGIRING,PALAWAN,MALA-A-MAMA,,"MANONGGIRING, PALAWAN MALA-A-MAMA",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAGUING,,M
AMER,MAOMIN MAC-,AYONG,,"AMER, MAOMIN MAC- AYONG",COUNCILOR,LAMMP,2001,LANAO DEL SUR,MAGUING,,M
SULTAN,MANGONTAWAR,ABDULLAH,,"SULTAN, MANGONTAWAR ABDULLAH",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAGUING,,M
AMPUAN,ALIM,MANGATORA,,"AMPUAN, ALIM MANGATORA",COUNCILOR,PMP,2001,LANAO DEL SUR,MAGUING,,M
BALINDONG,BERUA ANWAR,MAROHOM,,"BALINDONG, BERUA ANWAR MAROHOM",MAYOR,PMP,2001,LANAO DEL SUR,MALABANG,,M
MACACUA,MAUTANTE,POKIATAO,,"MACACUA, MAUTANTE POKIATAO",VICE MAYOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,M
PADATE,ALICAN,BALINDONG,,"PADATE, ALICAN BALINDONG",COUNCILOR,LAMMP,2001,LANAO DEL SUR,MALABANG,,M
ALI,SAMINA,MALATUS,,"ALI, SAMINA MALATUS",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,F
PAGAYAWAN,YASSER,S.,,"PAGAYAWAN, YASSER S.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,M
MALAWANI,SARIPODEN,BOLOTO,,"MALAWANI, SARIPODEN BOLOTO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,M
ABUSALMAN,EBRAHIM,SOLAIMAN,,"ABUSALMAN, EBRAHIM SOLAIMAN",COUNCILOR,UMMAH PARTY,2001,LANAO DEL SUR,MALABANG,,M
BALINDONG,ALEXANDER,POLAO,,"BALINDONG, ALEXANDER POLAO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,M
ALO,TAYACOPAN,LIMBONA,,"ALO, TAYACOPAN LIMBONA",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,M
SARIPADA,RAMIL DACULA-,ISSTO,,"SARIPADA, RAMIL DACULA- ISSTO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MALABANG,,M
GURO,ABDULRASHID MANGGAY,MAULAD,,"GURO, ABDULRASHID MANGGAY MAULAD",MAYOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MARANTAO,,M
COTA-AN,ABULKHAIR,MIPANGA,,"COTA-AN, ABULKHAIR MIPANGA",VICE MAYOR,INDEPENDENT,2001,LANAO DEL SUR,MARANTAO,,M
TANGGOTE,JAINODEN,DIMALOTANG,,"TANGGOTE, JAINODEN DIMALOTANG",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MARANTAO,,M
MACARAYA,ABDULHALIM,SAMBOBAE,,"MACARAYA, ABDULHALIM SAMBOBAE",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MARANTAO,,M
DISOMIMBA,HADJI AMINODIN AMDIA,PITIMBANGAN,,"DISOMIMBA, HADJI AMINODIN AMDIA PITIMBANGAN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MARANTAO,,M
BATUA,AMERNAEIF,SAMPO,,"BATUA, AMERNAEIF SAMPO",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MARANTAO,,M
GURO,NADER,RASCAL,,"GURO, NADER RASCAL",COUNCILOR,OMPIA,2001,LANAO DEL SUR,MARANTAO,,M
CAUYAG,MODASIR,MANTE,,"CAUYAG, MODASIR MANTE",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MARANTAO,,M
BASHER,NAGUIB,ABDULJABBER,,"BASHER, NAGUIB ABDULJABBER",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MARANTAO,,M
PANGANDAMAN,JEOHARIM,DOMAUB,,"PANGANDAMAN, JEOHARIM DOMAUB",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MARANTAO,,M
MARUHOM,AMRON TAMPUGAO,ABDULMADID,,"MARUHOM, AMRON TAMPUGAO ABDULMADID",MAYOR,PMP,2001,LANAO DEL SUR,MAROGONG,,M
DOMAORONG,ABDUL GAFUR SULTAN,SAMPORNA,,"DOMAORONG, ABDUL GAFUR SULTAN SAMPORNA",VICE MAYOR,LDP,2001,LANAO DEL SUR,MAROGONG,,M
SAMAD,ALINOR,S.,,"SAMAD, ALINOR S.",COUNCILOR,PMP,2001,LANAO DEL SUR,MAROGONG,,M
AMPASO,FAISAL,MAMADEA,,"AMPASO, FAISAL MAMADEA",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,MAROGONG,,M
ACAS,ALODEN GAMOR,BATO,,"ACAS, ALODEN GAMOR BATO",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,MAROGONG,,M
H. ANWAR,AQUINO,RAOGAN,,"H. ANWAR, AQUINO RAOGAN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAROGONG,,M
ABDOSOCOR,ZAKARIA,DIMAPORO-DIGADONG,,"ABDOSOCOR, ZAKARIA DIMAPORO-DIGADONG",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAROGONG,,F
ABOBACAR,SARIF,MAGALOMA,,"ABOBACAR, SARIF MAGALOMA",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAROGONG,,M
ABDULCADER,BANTUAS,NASSER,,"ABDULCADER, BANTUAS NASSER",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAROGONG,,M
OTOWA,H. SAMEN,PANGILAMUN,,"OTOWA, H. SAMEN PANGILAMUN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MAROGONG,,M
PANGANDAMAN,NASIB,G.,,"PANGANDAMAN, NASIB G.",MAYOR,OMPIA,2001,LANAO DEL SUR,MASUI,,M
RIMBANG,JAMIL,TAGORANAO,,"RIMBANG, JAMIL TAGORANAO",VICE MAYOR,UMMAH PARTY,2001,LANAO DEL SUR,MASUI,,M
MAMAILAO,BASHER,UNDA,,"MAMAILAO, BASHER UNDA",COUNCILOR,LDP,2001,LANAO DEL SUR,MASUI,,M
MOTALIB,CAIRODEN,SULTAN,,"MOTALIB, CAIRODEN SULTAN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MASUI,,M
GUILING,ADNAN,SHARIEF,,"GUILING, ADNAN SHARIEF",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MASUI,,M
MONTE,MANALO,ZAMAN,,"MONTE, MANALO ZAMAN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MASUI,,M
GURO,JUNAID ARUNTONG,MAUYAG,,"GURO, JUNAID ARUNTONG MAUYAG",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MASUI,,M
SALIC,ANUAR,PANGANDAMAN,,"SALIC, ANUAR PANGANDAMAN",COUNCILOR,PMP,2001,LANAO DEL SUR,MASUI,,M
DIMACALING,OMAR,LAWANO,,"DIMACALING, OMAR LAWANO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MASUI,,M
PANGANDAMAN,MAMINTAL ALKHAIR,MIMBISA,,"PANGANDAMAN, MAMINTAL ALKHAIR MIMBISA",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,MASUI,,M
HASIM,DIMAL,ABDUL,,"HASIM, DIMAL ABDUL",MAYOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
ABDULLAH,ABDURAHMAN,D.,,"ABDULLAH, ABDURAHMAN D.",VICE MAYOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
IBRAHIM,MAHYAG,C.,,"IBRAHIM, MAHYAG C.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
PANANDIGAN,ESMAEL,O.,,"PANANDIGAN, ESMAEL O.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
MACAWADIB,JAMAL,S.,,"MACAWADIB, JAMAL S.",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,MULONDO,,M
LIPOGAY,CASAN,B.,,"LIPOGAY, CASAN B.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
SUMANGAN,AMONG,H.,,"SUMANGAN, AMONG H.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
SANGCAAN,TALAWIDAN JR.,D.,,"SANGCAAN, TALAWIDAN JR. D.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
MAUTE,HADJI GAFFAR MAPANGCAT,C.,,"MAUTE, HADJI GAFFAR MAPANGCAT C.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,MULONDO,,M
DATUMOLOK DIMAPORO,ANWAR,BENITO,,"DATUMOLOK DIMAPORO, ANWAR BENITO",MAYOR,PMP,2001,LANAO DEL SUR,PAGAYAWAN,,M
SANDAB,ALIMASIR,DIRANGGOIN,,"SANDAB, ALIMASIR DIRANGGOIN",VICE MAYOR,INDEPENDENT,2001,LANAO DEL SUR,PAGAYAWAN,,M
AMEROL,SAMSODEN,EDRES,,"AMEROL, SAMSODEN EDRES",COUNCILOR,PMP,2001,LANAO DEL SUR,PAGAYAWAN,,M
BALINDONG,JAMALOL,AMAL,,"BALINDONG, JAMALOL AMAL",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PAGAYAWAN,,M
DALIDIG,SADAT,BENITO,,"DALIDIG, SADAT BENITO",COUNCILOR,LAMMP,2001,LANAO DEL SUR,PAGAYAWAN,,M
CAPAL,ASR.AP,PANGCOGA,,"CAPAL, ASR.AP PANGCOGA",COUNCILOR,UMMAH PARTY,2001,LANAO DEL SUR,PAGAYAWAN,,M
TAMPUGAO,ABULKHAIR,BENITO,,"TAMPUGAO, ABULKHAIR BENITO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PAGAYAWAN,,M
ARUMPONI,JAMIL,DATU,,"ARUMPONI, JAMIL DATU",COUNCILOR,LAMMP,2001,LANAO DEL SUR,PAGAYAWAN,,M
YUSOPH,ODING BALINDONG,SANDAB,,"YUSOPH, ODING BALINDONG SANDAB",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PAGAYAWAN,,M
ABDUSALM,GASM,B.,,"ABDUSALM, GASM B.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PAGAYAWAN,,M
MACATANONG,AMROUSSI,AMPUAN,,"MACATANONG, AMROUSSI AMPUAN",MAYOR,OMPIA,2001,LANAO DEL SUR,PIAGAPO,,F
DATO,ABDULJABBAR,BENA,,"DATO, ABDULJABBAR BENA",VICE MAYOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
MAMAO,SAMSODIN,MANALOCON,,"MAMAO, SAMSODIN MANALOCON",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
DIRANDANG,MAMA,MATANOG,,"DIRANDANG, MAMA MATANOG",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
ABAS,WAIDA,TUMBOCO,,"ABAS, WAIDA TUMBOCO",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,F
DIMACALING,SAPRA,AGASOR,,"DIMACALING, SAPRA AGASOR",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
MANGORANGCA,DAYAMON,SALIC,,"MANGORANGCA, DAYAMON SALIC",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
LOGI,MIPIA,BALINGITAO,,"LOGI, MIPIA BALINGITAO",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,F
BATO,ASNAWI,LIMGAS,,"BATO, ASNAWI LIMGAS",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
KAMAL,OMAR,LOMONDOT,,"KAMAL, OMAR LOMONDOT",COUNCILOR,PMP,2001,LANAO DEL SUR,PIAGAPO,,M
ANDAMUN,ALIBASER,SARIPADA,,"ANDAMUN, ALIBASER SARIPADA",MAYOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,PUALAS,,M
GANDAMASER,YANES,SARIPADA,,"GANDAMASER, YANES SARIPADA",VICE MAYOR,PMP,2001,LANAO DEL SUR,PUALAS,,F
TANOG,DIANATON,L.,,"TANOG, DIANATON L.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PUALAS,,M
BENASING,ANSARY,GURO,,"BENASING, ANSARY GURO",COUNCILOR,PMP,2001,LANAO DEL SUR,PUALAS,,M
TANOG,TONY,S.,,"TANOG, TONY S.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PUALAS,,M
MARUHOM,MAKIE HADJI,BASHER,,"MARUHOM, MAKIE HADJI BASHER",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PUALAS,,M
SANGCOPAN,ALEXANDER,-,,"SANGCOPAN, ALEXANDER -",COUNCILOR,PMP,2001,LANAO DEL SUR,PUALAS,,M
TANOG,ALISNA,-,,"TANOG, ALISNA -",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PUALAS,,M
AMPONG,WAIDA,SARIP,,"AMPONG, WAIDA SARIP",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PUALAS,,F
SARIPADA,JUNAID,-,,"SARIPADA, JUNAID -",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,PUALAS,,M
MACABAGO,SABDULLAH,T.,,"MACABAGO, SABDULLAH T.",MAYOR,PMP,2001,LANAO DEL SUR,SAGUIARAN,,F
SULTAN,MIKUNUG,T.,,"SULTAN, MIKUNUG T.",VICE MAYOR,PMP,2001,LANAO DEL SUR,SAGUIARAN,,M
MASORONG,MACMOD,P.,,"MASORONG, MACMOD P.",COUNCILOR,PMP,2001,LANAO DEL SUR,SAGUIARAN,,M
MACOTE,AMROSI,-,,"MACOTE, AMROSI -",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SAGUIARAN,,M
PANGCATAN,JALLAINIE,MUTI,,"PANGCATAN, JALLAINIE MUTI",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,SAGUIARAN,,M
SALIC,KARIM,M.,,"SALIC, KARIM M.",COUNCILOR,PMP,2001,LANAO DEL SUR,SAGUIARAN,,M
BALANG,SAIDAMEN,D.,,"BALANG, SAIDAMEN D.",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,SAGUIARAN,,M
AMAIKUROT,HASSAN,A.,,"AMAIKUROT, HASSAN A.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SAGUIARAN,,M
TANGGO,AKIL,L.,,"TANGGO, AKIL L.",COUNCILOR,PMP,2001,LANAO DEL SUR,SAGUIARAN,,M
CAPAL,MOHAMMAD H.,OMAR,,"CAPAL, MOHAMMAD H. OMAR",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SAGUIARAN,,M
KURANGKING,MASHID,L.,,"KURANGKING, MASHID L.",MAYOR,PMP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
MALAMBUT,IBRAHIM,B.,,"MALAMBUT, IBRAHIM B.",VICE MAYOR,PMP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
ABDULCATE,COCOY,G.,,"ABDULCATE, COCOY G.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
MACARAYA,NOS-HA,MAMDEG-PANANDIGAN,,"MACARAYA, NOS-HA MAMDEG-PANANDIGAN",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
BONGAROS,FAROK,P.,,"BONGAROS, FAROK P.",COUNCILOR,PMP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
MACAINDIG,MORAKAN,B.,,"MACAINDIG, MORAKAN B.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
H. TAHER,MOCTAR,B.,,"H. TAHER, MOCTAR B.",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
ABASAGAN,BITOR,M.,,"ABASAGAN, BITOR M.",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
RAMAL,LANGCO,ABDULMADID,,"RAMAL, LANGCO ABDULMADID",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,M
BARAUNTONG,JOHAIRAH,ASUM-UMPARA,,"BARAUNTONG, JOHAIRAH ASUM-UMPARA",COUNCILOR,UMMAH PARTY,2001,LANAO DEL SUR,SULTAN DUMALONDONG,,F
BALINDONG,ALINADER,M.,,"BALINDONG, ALINADER M.",MAYOR,PMP,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
ABDUL,CARNAVAL,A.,,"ABDUL, CARNAVAL A.",VICE MAYOR,PMP,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
ALONTO,PAYONGAN,L.,,"ALONTO, PAYONGAN L.",COUNCILOR,PMP,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
MALAWANI,NASSER,S.,,"MALAWANI, NASSER S.",COUNCILOR,PMP,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
ALO,NADER,L.,,"ALO, NADER L.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
ADAM,DIKOMILING,M.,,"ADAM, DIKOMILING M.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
KIBAD,SOBAIR,B.,,"KIBAD, SOBAIR B.",COUNCILOR,PRP,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
SANGCOPAN,ABDUL-CASAD,A.,,"SANGCOPAN, ABDUL-CASAD A.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
LIMANO,ALIMUSA,S.,,"LIMANO, ALIMUSA S.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,SULTAN GUMANDER,,F
DIMASANGKAY,USODAN,L.,,"DIMASANGKAY, USODAN L.",COUNCILOR,PMP,2001,LANAO DEL SUR,SULTAN GUMANDER,,M
MAGONDACAN,MIZANGCAD,C.,,"MAGONDACAN, MIZANGCAD C.",MAYOR,INDEPENDENT,2001,LANAO DEL SUR,TAGOLOAN,,M
BUSRAN,ALI,C.,,"BUSRAN, ALI C.",VICE MAYOR,PMP,2001,LANAO DEL SUR,TAGOLOAN,,M
MANSO,BASMALA,A.,,"MANSO, BASMALA A.",COUNCILOR,PMP,2001,LANAO DEL SUR,TAGOLOAN,,M
CAPAL,RAUP,C.,,"CAPAL, RAUP C.",COUNCILOR,LAMMP,2001,LANAO DEL SUR,TAGOLOAN,,M
GANDAWALI,OSCAR,C.,,"GANDAWALI, OSCAR C.",COUNCILOR,PMP,2001,LANAO DEL SUR,TAGOLOAN,,M
LOLO,ARAWAN,D.,,"LOLO, ARAWAN D.",COUNCILOR,UMMAH PARTY,2001,LANAO DEL SUR,TAGOLOAN,,M
SARIP,MANGONDATO,P.,,"SARIP, MANGONDATO P.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAGOLOAN,,M
DIMATUNDAY,ABDULJABAR,B.,,"DIMATUNDAY, ABDULJABAR B.",COUNCILOR,UMMAH PARTY,2001,LANAO DEL SUR,TAGOLOAN,,M
CASANGO-AN,JAMAIL,M.,,"CASANGO-AN, JAMAIL M.",COUNCILOR,LAMMP,2001,LANAO DEL SUR,TAGOLOAN,,M
CAPAL,MAMA,T.,,"CAPAL, MAMA T.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAGOLOAN,,M
DISOMIMBA,TOPAAN,D.,,"DISOMIMBA, TOPAAN D.",MAYOR,OMPIA,2001,LANAO DEL SUR,TAMPARAN,,M
AMBULO,ABDULLAH D.B.,D.,,"AMBULO, ABDULLAH D.B. D.",VICE MAYOR,INDEPENDENT,2001,LANAO DEL SUR,TAMPARAN,,M
MANGGIS,CAIRONIA,M.,,"MANGGIS, CAIRONIA M.",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,TAMPARAN,,F
BATARA,ABDULAZIS D.,N.,,"BATARA, ABDULAZIS D. N.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAMPARAN,,M
MACARADI,DADATOON,O.,,"MACARADI, DADATOON O.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAMPARAN,,M
SUWALAWAN,LOLONG,L.,,"SUWALAWAN, LOLONG L.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAMPARAN,,M
SALIC,SABIDO JR.,O.,,"SALIC, SABIDO JR. O.",COUNCILOR,PMP,2001,LANAO DEL SUR,TAMPARAN,,M
BENMAHMOD,JAMALODEN,M.,,"BENMAHMOD, JAMALODEN M.",COUNCILOR,PDP-LABAN,2001,LANAO DEL SUR,TAMPARAN,,M
DISIMBAN,PAGARANGANAN,M.,,"DISIMBAN, PAGARANGANAN M.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAMPARAN,,M
MALA,BOLAWAN,HADJIJAMAL,,"MALA, BOLAWAN HADJIJAMAL",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TAMPARAN,,M
AMBOR,AMBUNG,D.,,"AMBOR, AMBUNG D.",MAYOR,INDEPENDENT,2001,LANAO DEL SUR,TARAKA,,M
MAUTANTE,GARCIA,M.,,"MAUTANTE, GARCIA M.",VICE MAYOR,UMMAH PARTY,2001,LANAO DEL SUR,TARAKA,,M
PAUNTE,SAMBITORY,-,,"PAUNTE, SAMBITORY -",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TARAKA,,M
MACAUMBANG,BOCARI,M.,,"MACAUMBANG, BOCARI M.",COUNCILOR,LAMMP,2001,LANAO DEL SUR,TARAKA,,M
MACAPASIR,SAMAD,G.,,"MACAPASIR, SAMAD G.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TARAKA,,M
DIMANGANDAM,AKHARY MACAOMBANG,M.,,"DIMANGANDAM, AKHARY MACAOMBANG M.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TARAKA,,M
MARSANGGA,BASLYMAR,B.,,"MARSANGGA, BASLYMAR B.",COUNCILOR,OMPIA,2001,LANAO DEL SUR,TARAKA,,M
MANGATA,ALICOZAMAN,C.,,"MANGATA, ALICOZAMAN C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,TARAKA,,M
MARIGA,GAMBAI,D.,,"MARIGA, GAMBAI D.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TARAKA,,M
AMBOR,ADNAN,R.,,"AMBOR, ADNAN R.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TARAKA,,M
PAPANDAYAN,MAUYAG JR.,BALT,,"PAPANDAYAN, MAUYAG JR. BALT",MAYOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,TUBARAN,,M
AYONGA,MACAUYAG,A.,,"AYONGA, MACAUYAG A.",VICE MAYOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
KIBAD,KALALAGAN,CABUGATAN,,"KIBAD, KALALAGAN CABUGATAN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
DAUD,NAIM,N.,,"DAUD, NAIM N.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
KIBAD,ALEXANDER PADIAN,SANGCAD,,"KIBAD, ALEXANDER PADIAN SANGCAD",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
ARIMAN,NASR.ODEN,O.,,"ARIMAN, NASR.ODEN O.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
ACMAD,MINDALANO,MAMOCARAO,,"ACMAD, MINDALANO MAMOCARAO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
HAMDAG,MACOT,KIBAD,,"HAMDAG, MACOT KIBAD",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,TUBARAN,,M
MACASALONG,BATO,BOLAWAN,,"MACASALONG, BATO BOLAWAN",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
DOMATO,ACMAD,MAMOCARAO,,"DOMATO, ACMAD MAMOCARAO",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUBARAN,,M
BALIINDONG,MANGAWAN A.,P.,,"BALIINDONG, MANGAWAN A. P.",MAYOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,TUGAYA,,M
PANGCOGA,AYONAN,DATU-APITHILAN,,"PANGCOGA, AYONAN DATU-APITHILAN",VICE MAYOR,NPC,2001,LANAO DEL SUR,TUGAYA,,M
ABDULHAMID,ZOBAIR SARONAY,E.,,"ABDULHAMID, ZOBAIR SARONAY E.",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,TUGAYA,,M
WAHAB,ALIMOZAMAN,P.,,"WAHAB, ALIMOZAMAN P.",COUNCILOR,LAKAS NUCD-UMDP,2001,LANAO DEL SUR,TUGAYA,,M
CALAUTO,H. SERAD,D.,,"CALAUTO, H. SERAD D.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUGAYA,,M
ABDURRAHMAN,BASMALA,A.,,"ABDURRAHMAN, BASMALA A.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUGAYA,,M
ABDULSANGGOYOD,SALEM,N.,,"ABDULSANGGOYOD, SALEM N.",COUNCILOR,NPC,2001,LANAO DEL SUR,TUGAYA,,M
GUROALIM,OMAR AMPUAN,P.,,"GUROALIM, OMAR AMPUAN P.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUGAYA,,M
ABDULRAHMAN,TAWAB,C.,,"ABDULRAHMAN, TAWAB C.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUGAYA,,M
DIMANGADAP,BASHER,D.,,"DIMANGADAP, BASHER D.",COUNCILOR,INDEPENDENT,2001,LANAO DEL SUR,TUGAYA,,M
