region,province,city,district,position,candidate_name,party,votes
REGION V,ALBAY,LIBON,LONE,COUNCILOR,"SAZON, EDNA (IND)",IND,15227
REGION V,ALBAY,LIBON,LONE,COUNCILOR,"SAMSON, GOY (NPC)",NPC,14587
REGION V,ALBAY,LIBON,LONE,COUNCILOR,"CORTES, MARK IAN (UNA)",UNA,14548
REGION V,ALBAY,LIBON,LONE,COUNCILOR,"RANERA, ANDREW (LP)",LP,12769
REGION V,ALBAY,LIBON,LONE,COUNCILOR,"BRIONES, NONG (LP)",LP,12501
REGION V,ALBAY,LIBON,LONE,COUNCILOR,"SE, POLY (LP)",LP,12393
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"DAVID, YEP (LP)",LP,28955
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"MANLANGIT, ANA (LP)",LP,25131
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"RESIDILLA, TED (LP)",LP,21567
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"GONZALES, STEVE (LP)",LP,21207
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"SARET, PONSING (LP)",LP,20534
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"GARCIA, MANOLING (IND)",IND,20069
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"GARCIA-MONASTERIAL, PHIA (IND)",IND,19808
REGION V,ALBAY,LIGAO,LONE,COUNCILOR,"PEÑAFIEL, TOTOY (LP)",LP,18815
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"BINALLA, AVE (IND)",IND,11150
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"SAKAI, MARGIE (IND)",IND,10431
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"BISOÑA, KAP JOEL (LP)",LP,10113
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"MORTEGA-BELEN, BABA (IND)",IND,9502
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"BOLAÑOS, JOSE (LP)",LP,9466
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"BO, PEDRO (IND)",IND,9110
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"BALINGBING, ALEX (IND)",IND,8903
REGION V,ALBAY,MALILIPOT,LONE,COUNCILOR,"BITARA, DENNIS THOMAS (LP)",LP,8625
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"CARGULLO, ABNER (LP)",LP,11907
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"LUYUN, JOAN (UNA)",UNA,11249
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"FAJUT, ERVIN (UNA)",UNA,10764
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"BASCO, ALFREDO (UNA)",UNA,10504
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"CERIOLA, LENY (LP)",LP,10412
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"CAS, NORLITO (UNA)",UNA,9749
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"CHAVEZ, JOSE (UNA)",UNA,8636
REGION V,ALBAY,MALINAO,LONE,COUNCILOR,"CONDE, HERMINIGILDO (UNA)",UNA,8165
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"ARIZAPA, JERRY (NPC)",NPC,6817
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"GUIRIBA, ARLY (LP)",LP,6302
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"MADRID, RANDY (UNA)",UNA,6015
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"SUPAT, NAD (LP)",LP,5571
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"ESPEDIDO, RENE (LP)",LP,5218
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"BENITEZ, LOIDA JOY (LP)",LP,5217
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"ARINGO, ROGELIO (LP)",LP,5050
REGION V,ALBAY,MANITO,LONE,COUNCILOR,"DAGSIL, MALOU (UNA)",UNA,4799
REGION V,ALBAY,OAS,LONE,COUNCILOR,"RARO, REENE (NPC)",NPC,10438
REGION V,ALBAY,OAS,LONE,COUNCILOR,"RELLAMA, GADER (IND)",IND,9917
REGION V,ALBAY,OAS,LONE,COUNCILOR,"AREVALO, ROBERT (NPC)",NPC,9503
REGION V,ALBAY,OAS,LONE,COUNCILOR,"REDILLAS, CHOL (NPC)",NPC,9141
REGION V,ALBAY,OAS,LONE,COUNCILOR,"ZARAGOZA, POLDO (LP)",LP,9117
REGION V,ALBAY,OAS,LONE,COUNCILOR,"COMBOY, GREG (NP)",NP,9062
REGION V,ALBAY,OAS,LONE,COUNCILOR,"VICERA, DELBERT BUTCH (IND)",IND,8627
REGION V,ALBAY,OAS,LONE,COUNCILOR,"RAQUID, RAYMUNDO (NPC)",NPC,7459
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"NAPA, DEL (IND)",IND,14910
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"PERALTA, GINA (IND)",IND,12022
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"SAMAR, BEN (IND)",IND,11369
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"ACOYADO, ATAN (LP)",LP,11280
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"CAABAY, SAM (LP)",LP,10595
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"ORO, SALVADOR (IND)",IND,8820
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"ORLINA, ABRING (LP)",LP,8817
REGION V,ALBAY,PIO DURAN,LONE,COUNCILOR,"HUBILLA, BEMBOT (LP)",LP,8486
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"SALCEDA, JESCIEL (LP)",LP,23011
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"SAMLERO, NOLI (LP)",LP,21990
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"GONZALES, WEX (LP)",LP,21242
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"MARISCOTES, ANDY (IND)",IND,19717
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"BUENDIA, WILLIAM (LP)",LP,19608
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"FERNANDEZ, BUBOY (IND)",IND,19189
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"ARBO, EDGAR (LP)",LP,17987
REGION V,ALBAY,POLANGUI,LONE,COUNCILOR,"REFALDA-SIGUENZA, EDNA (LP)",LP,17809
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BATAS, LARRY JR. (NPC)",NPC,10318
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"DELA CRUZ, ODES (NP)",NP,10148
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BATAS-BAJARO, BE (NPC)",NPC,9922
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"GUIANAN, AIDA (LP)",LP,9164
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BELLO, NAP (LP)",LP,8897
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BARRANDA, MARINO JR. (LP)",LP,8817
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"GUAPO, GIOVANNI (LP)",LP,8701
REGION V,ALBAY,RAPU RAPU,LONE,COUNCILOR,"BANANIA, BAL (NPC)",NPC,8650
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"ORINGO, MARVIN (LP)",LP,11858
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"AGUAS, MARK (NPC)",NPC,11853
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"BANDA, EDNA (LP)",LP,11842
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"BALEAN, RONIE (LP)",LP,10463
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"BALANSAYO, NORY (LP)",LP,10243
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"BALILO, RICHARD (NPC)",NPC,9940
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"RAS, PIPAY (LP)",LP,9885
REGION V,ALBAY,SANTO DOMINGO LIBOG,LONE,COUNCILOR,"BALISBIS, BUDDY (NPC)",NPC,8614
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BURCE, LUIS RENIR (LP)",LP,29679
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"ONRUBIA, SHEINA (LP)",LP,27791
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BONGAO, GIO (LP)",LP,24952
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"MARTIREZ, RODERICK (LP)",LP,24298
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"AYTONA, CELSO (LP)",LP,23261
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BRAGAIS, NOL (LP)",LP,22079
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"BOREJON, RAUL ROI (LP)",LP,21788
REGION V,ALBAY,TABACO,LONE,COUNCILOR,"ROCHA, OSCAR (NP)",NP,20605
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"LIZARDO, KAP REBY (IND)",IND,12595
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"ZEPEDA, YING (NPC)",NPC,11630
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CORBILLA, SHILLA (NPC)",NPC,11139
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CAPA, TISOY (LP)",LP,11096
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"BRON, JOHN (LP)",LP,10720
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"DE LEON, AIDA (LP)",LP,9883
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CAMU, BONG (LP)",LP,9708
REGION V,ALBAY,TIWI,LONE,COUNCILOR,"CARLET, RYAN (LP)",LP,9392
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"HERNAEZ, NENENG UY (NUP)",NUP,3926
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"SUMACULUB, DODOY EFREN (LP)",LP,3487
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"SOLIS, ORLING (LP)",LP,3267
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"POLLICAR, RONALD (NUP)",NUP,3092
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"FIAL, RENATO (NUP)",NUP,3053
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"DIANA, ATAN (LP)",LP,2856
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"RENDON, GREG (LP)",LP,2717
REGION VI,ANTIQUE,ANINI Y,LONE,COUNCILOR,"CAMPOS, MELANIE (NUP)",NUP,2613
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"ESPARAGOZA, DINGDONG (LP)",LP,6906
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"PALMA, EDA (LP)",LP,6563
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"CATAGUE, RAMONITO (LP)",LP,6489
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"MANALO, PABLITO (LP)",LP,6346
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"GENOVATA, ROMEO JR (LP)",LP,6103
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"GRAJO, ROBERTO (LP)",LP,5735
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"CRUZ, RODEL (LP)",LP,5528
REGION VI,ANTIQUE,BARBAZA,LONE,COUNCILOR,"ANDRES, GERARD (LP)",LP,5267
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"GALEDO, EDWIN (LP)",LP,3594
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"LANARIO, MATILDE (LP)",LP,3398
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"CHAVEZ, JERRY (LP)",LP,3243
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"OTAYDE, JESUSITO SR (LP)",LP,3226
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"GONZAGA, EDUARDO (LP)",LP,3131
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"ARZAGA, RUSTICO (LP)",LP,3069
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"SEBULLEN, LARRY (LP)",LP,2925
REGION VI,ANTIQUE,BELISON,LONE,COUNCILOR,"GALEDO, DEDING IKA (UNA)",UNA,2781
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"DELA CRUZ, MIRAY (LP)",LP,9814
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"PESAYCO, NENE (LP)",LP,9467
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"CAPENDIT, BABY (LP)",LP,9147
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"ANTOY, GERRY (NUP)",NUP,8843
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"PESAYCO, BING (NUP)",NUP,8483
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"DELA CRUZ, TOTO MOROY (NUP)",NUP,8365
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"FRUTO, BOB (LP)",LP,7750
REGION VI,ANTIQUE,BUGASONG,LONE,COUNCILOR,"PEDIANGCO, ANDREI (UNA)",UNA,7571
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"DURAN, SIR DURAN (LP)",LP,8887
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"LIM, REYNANTE JR (LP)",LP,8560
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"GUISIHAN, JERICK (LP)",LP,8370
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"CIPRES, SIEGFRED (LP)",LP,7739
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"JANAIRO, RUBEN (LP)",LP,7106
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"MAGTOTO, ANGELO (LP)",LP,7053
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"DE SAN JOSE, ELVERO (LP)",LP,6929
REGION VI,ANTIQUE,CALUYA,LONE,COUNCILOR,"MADARCOS, HENRY (LP)",LP,6675
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"SALAZAR, LERMA (IND)",IND,11491
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"MAAYO, CONRADO JR (LP)",LP,9509
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ALOCILJA, PILAR (LP)",LP,9436
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ALVAREZ, NERIE (UNA)",UNA,9301
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ALPAS, ROMULO JR (IND)",IND,8395
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"CADIAO, GLORIA (IND)",IND,8211
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"PALACIOS, EMMANUEL SR (LP)",LP,7428
REGION VI,ANTIQUE,CULASI,LONE,COUNCILOR,"ELIZAGA, DIOSDADO (UNA)",UNA,7408
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"KASILAG, EDSEL (IND)",IND,9851
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"BULAC, LOT JR (LP)",LP,9654
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PACETE, NENEN (NUP)",NUP,9340
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PEROY, CELESTINO (NUP)",NUP,9298
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"SUMACULUB, TITO ED (LP)",LP,9150
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"PACIFICADOR, TJ (NUP)",NUP,9067
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"SANCHEZ, JERRY (NUP)",NUP,8578
REGION VI,ANTIQUE,HAMTIC,LONE,COUNCILOR,"CHECA, DODONG (NUP)",NUP,8190
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"ALAMIS, DANELITA (NUP)",NUP,7540
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"DALUMPINES, LARRY (LP)",LP,7419
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"DURANA, MELGAR (LP)",LP,6102
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"ALONSAGAY, PROFETIZA (LP)",LP,6053
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"ALAMIS, NOEL (NP)",NP,5898
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"MAGLUYAN, ARNEL (NUP)",NUP,5835
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"DELA CRUZ, IGNACIO (NP)",NP,5747
REGION VI,ANTIQUE,LAUA AN,LONE,COUNCILOR,"USMAN, BAGINDA (LP)",LP,5692
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"JIMENEZ, TOTO VICKY (IND)",IND,3617
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"DOMINGO, INDAY HENRY (LP)",LP,3528
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"YSULAT, JOSEPHINE (NUP)",NUP,3348
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"MATEO, OTOY JOLIE (IND)",IND,3313
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"RUFON, TOTO EGUAL (IND)",IND,3051
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"AMANTE, TONY (UNA)",UNA,2663
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"AMBUBUYOG, MARTE (NUP)",NUP,2426
REGION VI,ANTIQUE,LIBERTAD,LONE,COUNCILOR,"VIRGINA, TOTO RAUL (LP)",LP,2343
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"CUNANAN, RONARDO (IND)",IND,9115
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"GUMBOC, RAYMUND (NUP)",NUP,7327
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"SANCHEZ, PLARIDEL IV (NUP)",NUP,7020
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"SANCHEZ, JUDE DIONELA (LP)",LP,5927
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"CHAN, TONY (UNA)",UNA,5642
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"BIADORA, EDISON (UNA)",UNA,5619
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"RECTRA, ANTERO VARON (LP)",LP,5572
REGION VI,ANTIQUE,PANDAN,LONE,COUNCILOR,"SANCHEZ, MARIA LUISA (LP)",LP,5375
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"BARRIENTOS, BOTYOG (IND)",IND,5477
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"MOSQUERA, FRANCE ARIN (IND)",IND,4753
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"ALVAÑIZ, AMADEO (LP)",LP,4576
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"SERVILLON, NENENG (IND)",IND,4554
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"GUMAWA, GREGORIO (LP)",LP,4139
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"OTICO, ROLANDO (LP)",LP,4049
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"SOLIS, WILLIAM (IND)",IND,3788
REGION VI,ANTIQUE,PATNONGON,LONE,COUNCILOR,"JULUAT, JUN (IND)",IND,3664
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"BERIONG, DANTE (IND)",IND,10483
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"ALOCILJA, DODONG ERECH (UNA)",UNA,9494
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"LOTILLA, PAOLO (IND)",IND,9445
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"ENCARNACION, JUSTIN (NPC)",NPC,9166
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"MOLINA, NERE (LP)",LP,7827
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"BANUSING, BOBOY (UNA)",UNA,7728
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"ISRAEL, NONO FORNIER (IND)",IND,7361
REGION VI,ANTIQUE,SAN JOSE,LONE,COUNCILOR,"NEBIT, DANILO (LP)",LP,7203
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"CABIGUNDA, GRAHAM (LP)",LP,5522
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"MEDINA, RODOLFO JR (LP)",LP,4638
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"MISSION, MERFE (LP)",LP,4531
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"COLOSO, REINIER DAVE (LP)",LP,4337
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"MAGBANUA, ROMMEL (LP)",LP,3898
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"DUBLA, NUMERIANO JR (LP)",LP,3749
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"FRANCISCO, PEDRO JR (NUP)",NUP,3672
REGION VI,ANTIQUE,SAN REMIGIO,LONE,COUNCILOR,"ZERRUDO, FRANKLIN (LP)",LP,3465
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"BAYUBAY, LOREVEN (LP)",LP,5027
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"DIONELA, CHRISTINE (NUP)",NUP,4710
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"DIOSO, NATAN (IND)",IND,4616
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"RENDON, VIM (LP)",LP,4368
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"DIMAFILES, NOEL (LP)",LP,4148
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"BERTE, ROGER (LP)",LP,4016
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"NOBLE, ELLEN (LP)",LP,3903
REGION VI,ANTIQUE,SEBASTE,LONE,COUNCILOR,"VEGO, APOLONIO JR (IND)",IND,3799
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"LACSAMA, FELIPE JR (NUP)",NUP,11875
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"OCCEÑA, GIAN CARLO (LP)",LP,11199
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"BUTIONG, KAZY (LP)",LP,10467
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"YAN, DONNA CHRIS (LP)",LP,10238
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"NACIS, MARLENE (LP)",LP,9411
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"DENOSTA, BOBOY (NUP)",NUP,9331
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"LOTILLA, KATSI (NUP)",NUP,8848
REGION VI,ANTIQUE,SIBALOM,LONE,COUNCILOR,"NIQUIA, PINKY (NUP)",NUP,8806
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"MODESTO, DODOY ANDI (IND)",IND,6649
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"BARRIENTOS, DOYJIMMY (UNA)",UNA,5808
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"FLORES, JUN-JUN (IND)",IND,5799
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"KHO YUTE, INDAY TONIET (LP)",LP,5639
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"BANDOJA, LUCAS JR (UNA)",UNA,5480
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"MARFIL, SIR MARLOE (UNA)",UNA,5182
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"RAHL, BOANERJES (NUP)",NUP,4936
REGION VI,ANTIQUE,TIBIAO,LONE,COUNCILOR,"CUMLA, DODONG (LP)",LP,4799
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"TAJANLANGIT, NONOY JULIUS (UNA)",UNA,9477
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"TAJANLANGIT, TOTO (UNA)",UNA,8624
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"CHECA, DEDING (IND)",IND,6224
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"NIERVES, TONGTONG (UNA)",UNA,5665
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"ENCARNACION, TOTO GARY (UNA)",UNA,5523
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"DE LOS REYES, SAMMY (IND)",IND,5224
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"MACABANTI, MARLO (NUP)",NUP,4573
REGION VI,ANTIQUE,TOBIAS FORNIER DAO,LONE,COUNCILOR,"MAGOS, BB DOY (LP)",LP,4461
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"PAGAYONAN, NENENG (UNA)",UNA,5455
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"LABANON, PEDRO (UNA)",UNA,5251
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"GONZALES, NOKNOK (NUP)",NUP,5232
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"OTADOY, KEKING (LP)",LP,5158
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"ROQUERO, MARY JOYCE (NUP)",NUP,5008
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"MAGUAD, BOYET (LP)",LP,4484
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"GADE, TONI (NUP)",NUP,4404
REGION VI,ANTIQUE,VALDERRAMA,LONE,COUNCILOR,"PON-AN, BUDAK (NUP)",NUP,4268
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,LONE,COUNCILOR,"AGUBO, JOEY (LP)",LP,4685
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,LONE,COUNCILOR,"BULSAO, EDGAR (LP)",LP,3824
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,LONE,COUNCILOR,"ALIGA, MAHAL (LP)",LP,3133
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,LONE,COUNCILOR,"COSIP, THOMAS JR. (NPC)",NPC,3017
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,LONE,COUNCILOR,"ALIGA, JULIET (LP)",LP,2992
CORDILLERA ADMINISTRATIVE REGION,APAYAO,CALANASAN BAYAG,LONE,COUNCILOR,"TACCALAN, K-K (IND)",IND,2987
