Year,Position,Last,Given,Sex
2004,COUNCILOR,ALFARO,GERONIMO,M
2004,COUNCILOR,QUINIO,CORSIDO,M
2004,COUNCILOR,DAYAG,AURELIO,M
2004,COUNCILOR,UMAYBAS,THEODOILA,F
2004,MAYOR,BISTOYONG,ELPIDIO,M
2004,VICE MAYOR,SUBAGAN,SAMUEL,M
2004,COUNCILOR,CUPIDO,RAMON,M
2004,COUNCILOR,PADIWAN,JOHNNY,M
2004,COUNCILOR,ALMAZAN,GEORGE,M
2004,COUNCILOR,LOPEZ,RUDOLFO,M
2004,COUNCILOR,GALUGA,RODERICK,M
2004,COUNCILOR,PUTIL,LORETO,M
2004,COUNCILOR,BANDIOAN,YOLANDA,F
2004,COUNCILOR,DOMISIW,RONALDO,M
2004,MAYOR,VERZOSA,ROQUE,M
2004,VICE MAYOR,MANZANO,PETER,M
2004,COUNCILOR,BUNOAN,ELISA,F
2004,COUNCILOR,LARANANG,MARIA,F
2004,COUNCILOR,BAYUGA,ONOFRE,M
2004,COUNCILOR,LORENA,RODRIGO,M
2004,COUNCILOR,GALANG,NEOPITO,M
2004,COUNCILOR,LODIA,JOSE,M
2004,COUNCILOR,TOVERA,BERNARDO,M
2004,COUNCILOR,RAMOS,JOSE,M
2004,MAYOR,MEDINA,FERDINAND,M
2004,VICE MAYOR,RANCHES,FRANCISCO,M
2004,COUNCILOR,FIGUERRES,ALFREDO,M
2004,COUNCILOR,AGDAMAG,AUDIE,M
2004,COUNCILOR,MOLINA,EVERIN,M
2004,COUNCILOR,APELIN,HERMENIGILDO,M
2004,COUNCILOR,GOULART,GERMELINA,F
2004,COUNCILOR,ANINAG,FELIX,M
2004,COUNCILOR,ADRIATICO,ANDRES,M
2004,COUNCILOR,FORMOSO,HENRY,M
2004,COUNCILOR,QUIBILAN,LORETO,M
2004,COUNCILOR,ALVES,MAXIMO,M
2004,MAYOR,ERIGUEL,EUFRANIO,M
2004,VICE MAYOR,ESLAO,ANTONIO,M
2004,COUNCILOR,BALBIN,VIOLETA,F
2004,COUNCILOR,BOADO,JAIME,M
2004,COUNCILOR,DE VERA,ROGELIO,M
2004,COUNCILOR,DY,JAMES,M
2004,COUNCILOR,COLUBONG,CRISOGONO,M
2004,COUNCILOR,FRONDA,RICARDO,M
2004,COUNCILOR,KOMIYA,JOSEPHUS,M
2004,COUNCILOR,YU,FELIX,M
2004,MAYOR,ONG,TERESITA,F
2004,VICE MAYOR,SIBUMA,ERIC,M
2004,COUNCILOR,GARCIA,TERESITA,F
2004,COUNCILOR,GAGARAO,ANGELITO,M
2004,COUNCILOR,FRIJAS,WILFREDO,M
2004,COUNCILOR,UGAY,NORMA,F
2004,COUNCILOR,GAJO,EDELITO,M
2004,COUNCILOR,MALLARI,ROLANDO,M
2004,COUNCILOR,MERCADO,ORENCIO,M
2004,COUNCILOR,MAPANAO,RODOLFO,M
2004,MAYOR,FONTANILLA,MA.,F
2004,VICE MAYOR,FONTANILLA,RUFINO,M
2004,COUNCILOR,CABUCO,MARIVIC,F
2004,COUNCILOR,ALMINIANA,ANGELES,M
2004,COUNCILOR,ABAD,FLORANTE,M
2004,COUNCILOR,ALMODOVAR,FRANKLIN,M
2004,COUNCILOR,NUESCA,ALEXANDER,M
2004,COUNCILOR,CORPUZ,FEDERICO,M
2004,COUNCILOR,DAGANG,ADAMOR,M
2004,COUNCILOR,ALMOJUELA,ONOFRE,M
2004,MAYOR,TUMBAGA,SALCEDO,M
2004,VICE MAYOR,FLOR,DOMINADOR,M
2004,COUNCILOR,FLOR,VIRGILIO,M
2004,COUNCILOR,TUMBAGA,FERDINAND,M
2004,COUNCILOR,DE LEON,DEMY,M
2004,COUNCILOR,SACPA,WARTON,M
2004,COUNCILOR,SORIANO,CORAZON,F
2004,COUNCILOR,MAZON,NATALIA,F
2004,COUNCILOR,SALLATIC,ROMEO,M
2004,COUNCILOR,ESTIRA,ERNESTO,M
2004,MAYOR,OSTREA,JOAQUIN,M
2004,VICE MAYOR,CONCEPCION,AL-FRED,M
2004,COUNCILOR,CONCEPCION,DANILO,M
2004,COUNCILOR,PORTACIO,EMILIANA,F
2004,COUNCILOR,MIQUE,RODOLFO,M
2004,COUNCILOR,RAMIREZ,JOSE,M
2004,COUNCILOR,MARRON,MICHAEL,M
2004,COUNCILOR,BERNALES,GLECY,F
2004,COUNCILOR,OSTREA,MERLYN,F
2004,COUNCILOR,NILLO,SHIRLEY,F
2004,MAYOR,PINZON,GARY,M
2004,VICE MAYOR,MOSUELA,WILFREDO,M
2004,COUNCILOR,DABALOS,VIRGELIO,M
2004,COUNCILOR,MOSTER,LUIS,M
2004,COUNCILOR,COLOMA,ROGELIO,M
2004,COUNCILOR,FLORES,EDUARDO,M
2004,COUNCILOR,MANTILLA,JOSE,M
2004,COUNCILOR,LUCINA,EDGARDO,M
2004,COUNCILOR,FERIDO,EDGAR,M
2004,COUNCILOR,VILLANUEVA,JESUS,M
2004,MAYOR,DE GUZMAN,EULOGIO,M
2004,VICE MAYOR,LOPEZ,WILMAR,M
2004,COUNCILOR,MALINAO,BONIFACIO,M
2004,COUNCILOR,SOTTO,GABRIEL,M
2004,COUNCILOR,AQUINO,ANGELO,M
2004,COUNCILOR,POLICARPIO,BENILDA,F
2004,COUNCILOR,GALLARDO,NOEL,M
2004,COUNCILOR,GAGTAN,ERNESTO,M
2004,COUNCILOR,LAIGO,ARMANDO,M
2004,COUNCILOR,SANCHEZ,ERNESTO,M
2004,MAYOR,PANTA,JESSIE,M
2004,VICE MAYOR,QUEZADA,RUFINO,M
2004,COUNCILOR,MADARANG,ROBERT,M
2004,COUNCILOR,GACAYAN,JUANITO,M
2004,COUNCILOR,CABINTO,SILVERIO,M
2004,COUNCILOR,ARSITIO,NESTOR,M
2004,COUNCILOR,LUBID,RODOLFO,M
2004,COUNCILOR,CACHERO,ROLANDO,M
2004,COUNCILOR,ABANSI,NESTOR,M
2004,COUNCILOR,ACOCOS,ANTONIO,M
2004,MAYOR,ESTALILLA,AGRIPINA,F
2004,VICE MAYOR,RUNES,ADORACION,F
2004,COUNCILOR,CRISPINO,CLYDE,M
2004,COUNCILOR,MARIGZA,ALFREDO,M
2004,COUNCILOR,MAGLAYA,MARY,F
2004,COUNCILOR,WENCESLAO,ERLINDA,F
2004,COUNCILOR,VALDEZ,KRISTINE,F
2004,COUNCILOR,PADUA,JESUS,M
2004,COUNCILOR,MANONGDO,ELORDE,M
2004,COUNCILOR,CARTAS,ROMEO,M
2004,MAYOR,ORTEGA,MARY,F
2004,VICE MAYOR,VALERO,BERNARDO,M
2004,COUNCILOR,ORTEGA,PABLO,M
2004,COUNCILOR,ORTEGA III,FRANCISCO,M
2004,COUNCILOR,ORTEGA,FRANCISCO,M
2004,COUNCILOR,ORROS,JOHN,M
2004,COUNCILOR,NISCE,PANCRACIO,M
2004,COUNCILOR,BORJA,MANUEL,M
2004,COUNCILOR,JUCAR,ANTONIO,M
2004,COUNCILOR,MIRANDA,JESSIE,M
2004,COUNCILOR,LAUDENCIA,RAMON,M
2004,COUNCILOR,FLORES,FLORENTINO,M
2004,COUNCILOR,DYQUIANGCO,ROMULO,M
2004,COUNCILOR,LACSAMANA,MARIO,M
2004,MAYOR,PINZON,GEORGE,M
2004,VICE MAYOR,MARRON,VICTOR,M
2004,COUNCILOR,NOBLEZA,ADELAIDA,F
2004,COUNCILOR,RESURRECCION,ROMEO,M
2004,COUNCILOR,FLORES,RICARDO,M
2004,COUNCILOR,ARTATES,MADONNA,F
2004,COUNCILOR,NACIONALES,ALFREDO,M
2004,COUNCILOR,UBUNGEN,HERMENEGILDO,M
2004,COUNCILOR,NIEVERA,TEOFILO,M
2004,COUNCILOR,REYES,OSCAR,M
2004,MAYOR,FLORES,REYNALDO,M
2004,VICE MAYOR,RIMANDO,ABRAHAM,M
2004,COUNCILOR,HIPOL,DIOMEDES,M
2004,COUNCILOR,ABENOJA,ELPIDIO,M
2004,COUNCILOR,FLORES,ROMEO,M
2004,COUNCILOR,SORIANO,DANILO,M
2004,COUNCILOR,ESTEPA,GEORGE,M
2004,COUNCILOR,RIMANDO,ISAGANI,M
2004,COUNCILOR,DUMAGUING,TERESITA,F
2004,COUNCILOR,SALES,NONITO,M
2004,MAYOR,BALLOGUING,NOEMI,F
2004,VICE MAYOR,TAGABENG,MARINO,M
2004,COUNCILOR,BASALLO,JOSE,M
2004,COUNCILOR,ORINE,EMERENCIANA,F
2004,COUNCILOR,DULAY,MIXICO,F
2004,COUNCILOR,BOADILLA,ANTONIO,M
2004,COUNCILOR,LALES,FRANKLIN,M
2004,COUNCILOR,BUAQUEN,REMIGIO,M
2004,COUNCILOR,MORALES,EMERENCIA,F
2004,COUNCILOR,BOADO,CARLITO,M
2004,MAYOR,FLORES,BELLARMIN,M
2004,VICE MAYOR,ALBAY,APOLINARIO,M
2004,COUNCILOR,MADRIAGA,FELIX,M
2004,COUNCILOR,SABANGAN,ALLAN,M
2004,COUNCILOR,ZARATE,JOSE,M
2004,COUNCILOR,FLORES,RAUL,M
2004,COUNCILOR,SELGA,VALERIANO,M
2004,COUNCILOR,HERUELA,EDUARDO,M
2004,COUNCILOR,EMOCLING,SOTERO,M
2004,COUNCILOR,DE VERA,RODRIGO,M
2004,MAYOR,ALEW,ALFREDO,M
2004,VICE MAYOR,DUMAOANG,ISAGANI,M
2004,COUNCILOR,GACOD,LORNA,F
2004,COUNCILOR,CANUTAB,MAURICIO,M
2004,COUNCILOR,GUINOMMA,ELISEO,M
2004,COUNCILOR,COLOS,EDUARDO,M
2004,COUNCILOR,AWINGAN,ALEXANDER,M
2004,COUNCILOR,OPEÑA,CAMILO,M
2004,COUNCILOR,UYAAN,CONRADO,M
2004,COUNCILOR,TAGATAG,MARIO,M
2004,MAYOR,VALDRIZ,ARTURO,M
2004,VICE MAYOR,LIM,NORMA,F
2004,COUNCILOR,QUEJADO,ANGELITA,F
2004,COUNCILOR,PERALTA,ARNEL,M
2004,COUNCILOR,BOLONG,ERNESTO,M
2004,COUNCILOR,LEWIS,ARNOLD,M
2004,COUNCILOR,ESLAVA,LORETO,M
2004,COUNCILOR,LIM,ROMERO,M
2004,COUNCILOR,CARILLO,HORACIO,M
2004,COUNCILOR,BUGAOAN,LEONITA,F
2004,MAYOR,CARBONELL,SEVERINO,M
2004,VICE MAYOR,VILLANUEVA,DIOSDADO,M
2004,COUNCILOR,CABICO,REYNALDO,M
2004,COUNCILOR,DOCTOLERO,WINNIE,F
2004,COUNCILOR,JAVIER,ALFREDO,M
2004,COUNCILOR,BASBAS,LOWELL,M
2004,COUNCILOR,RAGUINDIN,FEDERICO,M
2004,COUNCILOR,VILLANUEVA,ANTHONY,M
2004,COUNCILOR,ABANDO,MARIO,M
2004,COUNCILOR,RAFANAN,VINCENT,M
2004,MAYOR,SAYANGDA,FLORESTO,M
2004,VICE MAYOR,WAILAN,LORETO,M
2004,COUNCILOR,ORIENTE,MONICO,M
2004,COUNCILOR,AGTARAP,WILLIAM,M
2004,COUNCILOR,SANSANO,RAMON,M
2004,COUNCILOR,ORDINARIO,PACITA,F
2004,COUNCILOR,MILLARES,EDITHA,F
2004,COUNCILOR,ACOSTA,RENATO,M
2004,COUNCILOR,OBALLES,HENRY,M
2004,COUNCILOR,ESTEBAN,ANICETO,M
2004,MAYOR,BUQUING,ALEXANDER,M
2004,VICE MAYOR,CATCATAN,FELIZA,F
2004,COUNCILOR,MACUSI,MELVIN,M
2004,COUNCILOR,PANG-OT,MARCELINA,F
2004,COUNCILOR,MOSTOLES,TITA,F
2004,COUNCILOR,LOPEZ,JAMES,M
2004,COUNCILOR,PIAOAN,DONNIE,M
2004,COUNCILOR,NARCISE,CAMILO,M
2004,COUNCILOR,LEONEN,CAYETANO,M
2004,COUNCILOR,AMBONI,NICANOR,M
2004,MAYOR,GARCIA,DANTE,M
2004,VICE MAYOR,GAYO,LAZARO,M
2004,COUNCILOR,BALAGOT,ROSITA,F
2004,COUNCILOR,LOPEZ,ANTONIO,M
2004,COUNCILOR,MAPALO,HONORIO,M
2004,COUNCILOR,CALERA,DEOGRACIO,M
2004,COUNCILOR,OLLER,NICKY,M
2004,COUNCILOR,VERCELES,MARY,F
2004,COUNCILOR,BALTAZAR,IAN,M
2004,COUNCILOR,MARIÑAS,WILLIAM,M
2004,MAYOR,ROSETE,LETICIA,F
2004,VICE MAYOR,ROSETE,WILSON,M
2004,COUNCILOR,CABANILLA,ROMULO,M
2004,COUNCILOR,NIVERA,JOEL,M
2004,COUNCILOR,BRAGA,FELICISIMO,M
2004,COUNCILOR,BUNDAL,CATALINO,M
2004,COUNCILOR,DOROMAL,JONATHAN,M
2004,COUNCILOR,NIVERA,ENEROSO,M
2004,COUNCILOR,NEYPES,SIMON,M
2004,COUNCILOR,PRADO,DOMINGO,M
2004,MAYOR,EVANGELISTA,RICARDO,M
2004,VICE MAYOR,VILLANUEVA,CESAR,M
2004,COUNCILOR,CERVANTES,RENATO,M
2004,COUNCILOR,POSADAS,CONRADO,M
2004,COUNCILOR,CERVANTES,CESAR,M
2004,COUNCILOR,REPATO,CRISPIN,M
2004,COUNCILOR,PERTUDO,ANTONIO,M
2004,COUNCILOR,BATAAN,TEODY,M
2004,COUNCILOR,BALANGUE,RIZALINO,M
2004,COUNCILOR,DUMLAO,DEFIN,M
2004,MAYOR,BRAGANZA,HERNANI,M
2004,VICE MAYOR,HUMILDE,TEOFILO,M
2004,COUNCILOR,FONTELERA,JOSELITO,M
2004,COUNCILOR,BRAGANZA,MARIA,F
2004,COUNCILOR,BOLING,MICHAEL,M
2004,COUNCILOR,GABRIEL,RUFINA,F
2004,COUNCILOR,BACALA,FILEMON,M
2004,COUNCILOR,GO,ORLANDO,M
2004,COUNCILOR,RADOC,CIRILO,M
2004,COUNCILOR,SISON,CAROLYN,F
2004,COUNCILOR,MANZANO,CESAR,M
2004,COUNCILOR,CARASI,CONSTANTE,M
2004,MAYOR,COLLADO,MANUEL,M
2004,VICE MAYOR,ARBOLEDA,CLEMENTE,M
2004,COUNCILOR,MENCIAS,RYAN,M
2004,COUNCILOR,CALLEJO,JOJO,M
2004,COUNCILOR,ABLAO,JUAN,M
2004,COUNCILOR,CABANAYAN,DANILO,M
2004,COUNCILOR,ALMAJANO,ALEGRIA,F
2004,COUNCILOR,VALDEZ,ANDRES,M
2004,COUNCILOR,PARAYNO,CONSTANTE,M
2004,COUNCILOR,AGAOID,VICTORIANO,M
2004,MAYOR,PULIDO,NESTOR,M
2004,VICE MAYOR,CELESTE,NAPOLEON,M
2004,COUNCILOR,DOMALANTA,EDWARD,M
2004,COUNCILOR,CERDAN,ALDRIN,M
2004,COUNCILOR,CELESTE,CECIL,F
2004,COUNCILOR,RARANG,ISAGANI,M
2004,COUNCILOR,CARANAY,JESUS,M
2004,COUNCILOR,CASTRENCE,ROGELIO,M
2004,COUNCILOR,DE CASTRO,DANTE,M
2004,COUNCILOR,CHIONG,FELIX,M
2004,MAYOR,PISO,GUILLERMO,M
2004,VICE MAYOR,LOPEZ,CARLOS,M
2004,COUNCILOR,DORAO,EVANGELINE,F
2004,COUNCILOR,LOPEZ,CARLOS,M
2004,COUNCILOR,APUYOD,DARLY,M
2004,COUNCILOR,CARDINEZ,MELCHOR,M
2004,COUNCILOR,TENDERO,PORFERIO,M
2004,COUNCILOR,SAMILIN,EDMUNDO,M
2004,COUNCILOR,ORPIANO,JULITA,F
2004,COUNCILOR,VIRAY,ROSELLER,M
2004,MAYOR,PERALTA,JOSE,M
2004,VICE MAYOR,LUNA,GERRY,M
2004,COUNCILOR,BASCOS-HIDALGO,MARIA,F
2004,COUNCILOR,PERALTA,PHILIPP,M
2004,COUNCILOR,VILLANUEVA,ELADIO,M
2004,COUNCILOR,VILLAPA,ARTEMIO,M
2004,COUNCILOR,PANDE,MARIO,M
2004,COUNCILOR,LIGERO,BEATRIZ,F
2004,COUNCILOR,UMINGA,OFELIA,F
2004,COUNCILOR,HERNANDEZ,CELSO,M
2004,MAYOR,NAVARRO,GABRIEL,M
2004,VICE MAYOR,CATABAY,MARIANO,M
2004,COUNCILOR,NAVARRO,MARIETCHU,F
2004,COUNCILOR,ACENAS,ROSALINDA,F
2004,COUNCILOR,OLORES,HANNIBAL,M
2004,COUNCILOR,ESTABILLO,TERESITA,F
2004,COUNCILOR,CAMBA,PANFILO,M
2004,COUNCILOR,NATIVIDAD,WENCESLAO,M
2004,COUNCILOR,ONIA,ALVARO,M
2004,COUNCILOR,AMON,ARTEMIO,M
2004,MAYOR,DE GUZMAN,RAUL,M
2004,VICE MAYOR,FRIAS,ALFREDO,M
2004,COUNCILOR,DE GUZMAN,FERDINAND,M
2004,COUNCILOR,DE GUZMAN,LEO,M
2004,COUNCILOR,AUSTRIA,MARIA,F
2004,COUNCILOR,DE GUZMAN,ARSENIO,M
2004,COUNCILOR,ABALOS,REYNALDO,M
2004,COUNCILOR,URSUA,VICTORINO,M
2004,COUNCILOR,BUSTARDE,CARLOS,M
2004,COUNCILOR,RAMOS,MARIO,M
2004,MAYOR,ESPINO,AMADO,M
2004,VICE MAYOR,ESPINO,JOSE,M
2004,COUNCILOR,ONG,EDUARDO,M
2004,COUNCILOR,CARBONELL,RAMON,M
2004,COUNCILOR,SIAHON,ENRICO,M
2004,COUNCILOR,ATCHICO,ERNESTO,M
2004,COUNCILOR,CARBONELL,MANUEL,M
2004,COUNCILOR,PAGSOLINGAN,CARLOS,M
2004,COUNCILOR,ESPINO,JOSEPH,M
2004,MAYOR,DE VERA,LEOCADIO,M
2004,VICE MAYOR,RAMOS,JOSE,M
2004,COUNCILOR,SABANGAN,EFRESINIO,M
2004,COUNCILOR,JUNIO,MYLVIN,M
2004,COUNCILOR,DE VERA,GERARDO,M
2004,COUNCILOR,BATO,RUBEN,M
2004,COUNCILOR,DE VERA,ANGELITO,M
2004,COUNCILOR,BRAVO,FERNANDO,M
2004,COUNCILOR,LIMPINGCO,LEONIDA,F
2004,COUNCILOR,ANGELES,JUNIE,M
2004,MAYOR,GUICO,RAMON,M
2004,VICE MAYOR,UY,MYRNA,F
2004,COUNCILOR,TINIO,FRANCIS,M
2004,COUNCILOR,BAUTISTA,NOEL,M
2004,COUNCILOR,UY,DANILO,M
2004,COUNCILOR,LARIOZA,IGMEDIO,M
2004,COUNCILOR,TOMELDAN,CESAR,M
2004,COUNCILOR,RAMOS,CONRADO,M
2004,COUNCILOR,SORIANO,DOMINGO,M
2004,COUNCILOR,BOADO,EDUARDO,M
2004,MAYOR,ROSARIO,SIMPLICIO,M
2004,VICE MAYOR,DELOS ANGELES,JEFFREY,M
2004,COUNCILOR,SISON,JUN,M
2004,COUNCILOR,URMAZA,LEO,M
2004,COUNCILOR,ESCAT,ARMENIO,M
2004,COUNCILOR,VALERIO,LEONILA,F
2004,COUNCILOR,TERRADO,CECILIO,M
2004,COUNCILOR,FERNANDEZ,MICHAEL,M
2004,COUNCILOR,BAUTISTA,JOCELYN,F
2004,COUNCILOR,FERRER,GIL,M
2004,MAYOR,CELESTE,ALFONSO,M
2004,VICE MAYOR,QUISAY,ELIAS,M
2004,COUNCILOR,CAMBA,JASMIN,F
2004,COUNCILOR,CELESTE,GEORGE,M
2004,COUNCILOR,CAASI,GENARO,M
2004,COUNCILOR,TOBIAS,PONCIANO,M
2004,COUNCILOR,ALTEZO,LITO,M
2004,COUNCILOR,DEL FIERRO,SIMON,M
2004,COUNCILOR,SOLIS,COSME,M
2004,COUNCILOR,CABALLES,ANTONIO,M
2004,MAYOR,ORDUÑA,RODRIGO,M
2004,VICE MAYOR,DE VERA,BERNARDO,M
2004,COUNCILOR,HIQUIANA,LETICIA,F
2004,COUNCILOR,SARINGAN,ALBERT,M
2004,COUNCILOR,TULIAO,CARMELITA,F
2004,COUNCILOR,JOSE,EDWARD,M
2004,COUNCILOR,BARAQUIO,JEROME,M
2004,COUNCILOR,DORIA,ELMER,M
2004,COUNCILOR,CALICDAN,CORLETO,M
2004,COUNCILOR,SOLEE,AMELIA,F
2004,MAYOR,DOCTOR,DOMINGO,M
2004,VICE MAYOR,CABILES,BELEN,F
2004,COUNCILOR,ROSETE,GERARDO,M
2004,COUNCILOR,NOTARIO,REUEL,M
2004,COUNCILOR,BOSTON,ISRAEL,M
2004,COUNCILOR,DE GUZMAN,WILSON,M
2004,COUNCILOR,BRAGA,EUFEMIA,F
2004,COUNCILOR,RUIZ,ALEJANDER,M
2004,COUNCILOR,BRAGA,TEODORICO,M
2004,COUNCILOR,MACARANAS,RUBY,F
2004,MAYOR,MACANLALAY,ROY,M
2004,VICE MAYOR,GALANG,FERDINAND,M
2004,COUNCILOR,DATUIN,MANNY,M
2004,COUNCILOR,TORIO,DENNIS,M
2004,COUNCILOR,GABRILLO,NESTOR,M
2004,COUNCILOR,SAPIERA,MELECIO,M
2004,COUNCILOR,MANIPUD,EMMANUEL,M
2004,COUNCILOR,MACALANDA,ISIDRO,M
2004,COUNCILOR,VALLO,SALVADOR,M
2004,COUNCILOR,VILLACORTA,FREDDIE,M
2004,MAYOR,LIM,BENJAMIN,M
2004,VICE MAYOR,FERNANDEZ,ALIPIO,M
2004,COUNCILOR,DECANO,FARAH,F
2004,COUNCILOR,REYNA,MARIA,F
2004,COUNCILOR,GUADIZ,TEOFILO,M
2004,COUNCILOR,TORIO,DANILO,M
2004,COUNCILOR,SAMSON,LUIS,M
2004,COUNCILOR,MATA,VLADIMIR,M
2004,COUNCILOR,TAMAYO,JOSE,M
2004,COUNCILOR,DE VENECIA,ALEX,M
2004,COUNCILOR,AQUINO,NICANOR,M
2004,MAYOR,JIMENEZ,ANGELITA,F
2004,VICE MAYOR,ALEJOS,MOISES,M
2004,COUNCILOR,FONTELERA,NAPOLEON,M
2004,COUNCILOR,NACAR,NOEL,M
2004,COUNCILOR,BARAAN,ALETHEA,F
2004,COUNCILOR,RIVERA,MANUEL,M
2004,COUNCILOR,GARCIA,RICHARD,M
2004,COUNCILOR,BUNAO,MANUEL,M
2004,COUNCILOR,VIDAL,NEHEMIAS,M
2004,COUNCILOR,FERNANDEZ,PERFECTO,M
2004,MAYOR,MARTINEZ,RUPERTO,M
2004,VICE MAYOR,KHO,CHARLITO,M
2004,COUNCILOR,TAGUIAN,ALBERTO,M
2004,COUNCILOR,SORIANO,ERDULFA,F
2004,COUNCILOR,DARAGAY,LUZ,F
2004,COUNCILOR,MANIAGO,ALEX,M
2004,COUNCILOR,KHO,ARMANDO,M
2004,COUNCILOR,GABUYO,PEPITO,M
2004,COUNCILOR,MAS,MARLE,F
2004,COUNCILOR,LEGASPI,PRIMITIVO,M
2004,MAYOR,ACAIN,ERNESTO,M
2004,VICE MAYOR,SISON,SIMACO,M
2004,COUNCILOR,SIOCO,RICARDO,M
2004,COUNCILOR,VINOYA,GEORGE,M
2004,COUNCILOR,MISLANG,ANGELO,M
2004,COUNCILOR,ROSARIO,MARK,M
2004,COUNCILOR,DELA CRUZ,CHERRIE,F
2004,COUNCILOR,OBINQUE,SEVERINO,M
2004,COUNCILOR,UGABAN,ESTARTONICO,M
2004,COUNCILOR,VELORIA,JOCELYN,F
2004,MAYOR,TABAYOYONG,GREGORIO,M
2004,VICE MAYOR,ABALOS,ANTONIO,M
2004,COUNCILOR,SORIANO,FERNANDO,M
2004,COUNCILOR,TORRALBA,ROMEO,M
2004,COUNCILOR,OLANDE,ELENO,M
2004,COUNCILOR,ACOSTA,MANUEL,M
2004,COUNCILOR,REBUGIO,PATRICIO,M
2004,COUNCILOR,LACAMBRA,PRIMO,M
2004,COUNCILOR,RODILLAS,DARWIN,M
2004,COUNCILOR,MINDARO,ROMUALDO,M
2004,MAYOR,CASTAÑEDA,ERNESTO,M
2004,VICE MAYOR,BARTOLOME,ORLANDO,M
2004,COUNCILOR,HALLARE,EDITH,F
2004,COUNCILOR,MANGAPOT,GILBERT,M
2004,COUNCILOR,GUTIERREZ,DONALD,M
2004,COUNCILOR,LOPEZ,JO-AN,F
2004,COUNCILOR,BERNAL,RANDALL,M
2004,COUNCILOR,FERRER,JOSE,M
2004,COUNCILOR,GUMAPOS,TECHIE,F
2004,COUNCILOR,CRUZ,ROLANDO,M
2004,MAYOR,DE GUZMAN,ARIEL,M
2004,VICE MAYOR,REYES,CARLITOS,M
2004,COUNCILOR,NACIONAL,CHARLITO,M
2004,COUNCILOR,BOLING,ROMEO,M
2004,COUNCILOR,BARAO,JOSE,M
2004,COUNCILOR,SUPANGAN,JOHNNY,M
2004,COUNCILOR,BONALOS,GLORIA,F
2004,COUNCILOR,SISON,SERVILLANO,M
2004,COUNCILOR,GARCIA,RHODEL,M
2004,COUNCILOR,IGAMA,CECILIO,M
2004,MAYOR,SORIANO,ALFONSO,M
2004,VICE MAYOR,LAMBINO,OSMUNDO,M
2004,COUNCILOR,GESLANI,NOEL,M
2004,COUNCILOR,ESPINOZA,MARIANO,M
2004,COUNCILOR,BULATAO,EDWARD,M
2004,COUNCILOR,SANCHEZ,ROBERTO,M
2004,COUNCILOR,VELORIA,ILDEFONSO,M
2004,COUNCILOR,OPGUAR,PEDRO,M
2004,COUNCILOR,MENDOZA,CANUTO,M
2004,COUNCILOR,DOMANTAY,SOFRONIO,M
2004,MAYOR,SALES,NAPOLEON,M
2004,VICE MAYOR,GARCIA,PEDRITO,M
2004,COUNCILOR,AMADOR,KIM,M
2004,COUNCILOR,VELORIA,RAYMUND,M
2004,COUNCILOR,LACASTE,DANTE,M
2004,COUNCILOR,ROSARIO,JEREMY,M
2004,COUNCILOR,CALIZO,WILSON,M
2004,COUNCILOR,CHING,FRANCIANO,M
2004,COUNCILOR,LIM,VIRGILIO,M
2004,COUNCILOR,PASCUA,EDGARDO,M
2004,MAYOR,ROMERO,HERMINIO,M
2004,VICE MAYOR,ABALOS,BERNARDO,M
2004,COUNCILOR,SURDILLA,PEDRO,M
2004,COUNCILOR,MIR,WILFREDO,M
2004,COUNCILOR,GUBATAN,JUDITH,F
2004,COUNCILOR,MACASIEB,DANILO,M
2004,COUNCILOR,SORIANO,VERONICA,F
2004,COUNCILOR,VILLANUEVA,MAGDALENA,F
2004,COUNCILOR,DE VERA,MARIA,F
2004,COUNCILOR,DE GUZMAN,JESUS,M
2004,MAYOR,CRUZ,NELSON,M
2004,VICE MAYOR,REFORMADO,JON-JON,M
2004,COUNCILOR,PALISOC,RICHARD,M
2004,COUNCILOR,VENTENILLA,RAMIL,M
2004,COUNCILOR,MENDOZA,FILOMENA,F
2004,COUNCILOR,CUARESMA,GIL,M
2004,COUNCILOR,CABUANG,MARCELINO,M
2004,COUNCILOR,CABORNAY,CESAR,M
2004,COUNCILOR,CRUZ,JOEL,M
2004,COUNCILOR,ORENES,ARTURO,M
2004,MAYOR,CALIMLIM,JOSE,M
2004,VICE MAYOR,AQUINO,ADOLFO,M
2004,COUNCILOR,CALIMLIM,ASUNCION,F
2004,COUNCILOR,MORALES,CATALINO,M
2004,COUNCILOR,MARIANO,ALICIA,F
2004,COUNCILOR,BIAGTAN,LEOPOLDO,M
2004,COUNCILOR,CABRERA,LIBRADA,F
2004,COUNCILOR,EDEN,MAMERTO,M
2004,COUNCILOR,CASTRO,RAFAEL,M
2004,COUNCILOR,PERIA,VIVIEN,F
2004,MAYOR,SUPNET,ALEJANDREA,F
2004,VICE MAYOR,NOVEDA,MANUELITO,M
2004,COUNCILOR,MARQUEZ,ROMMEL,M
2004,COUNCILOR,ZARAGOZA,BOBON,M
2004,COUNCILOR,ALAP,VIRGIE,F
2004,COUNCILOR,CARILLO,LEONORA,F
2004,COUNCILOR,FARAON,MELANI,F
2004,COUNCILOR,MALLA,ADELA,F
2004,COUNCILOR,DE VERA,MARILOU,F
2004,COUNCILOR,SUPNET,LARRY,M
2004,MAYOR,CHAN,ARTEMIO,M
2004,VICE MAYOR,REYES,REYNALDO,M
